Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,-4.73536E-04,-1.70950E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.86053E-06
2,1,3,-1,54,0,0.0,0.0,-4.74041E-04,-1.12932E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.83311E-06
3,2,4,-1,56,0,0.0,0.0,-4.79058E-04,-5.85529E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.54899E-06
4,3,5,-1,41,0,-4.3765201785548165,0.0,-5.00121E-04,8.30824E-19,0.00000E+00,0.00000E+00,0.00000E+00,8.27448E-06
5,4,6,-1,46,0,0.0,0.0,-4.79058E-04,5.85529E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.54899E-06
6,5,7,-1,48,0,0.0,0.0,-4.74041E-04,1.12932E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.83311E-06
7,6,-1,-1,8,0,0.0,0.0,-4.73536E-04,1.70950E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.86053E-06
8,48,-1,7,9,0,0.0,0.0,-4.13721E-04,1.70527E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.97634E-06
9,49,-1,8,10,0,0.0,0.0,-3.51178E-04,1.67636E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.01762E-06
10,43,-1,9,11,0,0.0,0.0,-2.88413E-04,1.60186E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.97021E-06
11,45,-1,10,12,0,0.0,0.0,-2.28663E-04,1.48139E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.55855E-06
12,33,-1,11,13,0,0.0,0.0,-1.73825E-04,1.32501E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.01385E-06
13,69,-1,12,14,0,0.0,0.0,-1.24858E-04,1.13401E-04,0.00000E+00,0.00000E+00,0.00000E+00,4.37257E-06
14,67,-1,13,15,0,0.0,0.0,-8.27774E-05,9.09210E-05,0.00000E+00,0.00000E+00,0.00000E+00,3.66608E-06
15,63,-1,14,16,0,0.0,0.0,-4.86772E-05,6.51733E-05,0.00000E+00,0.00000E+00,0.00000E+00,2.70254E-06
16,65,-1,15,17,0,0.0,0.0,-2.27866E-05,3.61592E-05,0.00000E+00,0.00000E+00,0.00000E+00,2.45484E-06
17,18,-1,16,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
18,19,17,65,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
19,20,18,64,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
20,21,19,58,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
21,22,20,73,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
22,23,21,72,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
23,-1,22,24,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
24,-1,72,25,23,0,0.0,0.0,-2.27866E-05,-3.61592E-05,0.00000E+00,0.00000E+00,0.00000E+00,2.45484E-06
25,-1,70,26,24,0,0.0,0.0,-4.86772E-05,-6.51733E-05,0.00000E+00,0.00000E+00,0.00000E+00,2.70254E-06
26,-1,75,27,25,0,0.0,0.0,-8.27774E-05,-9.09210E-05,0.00000E+00,0.00000E+00,0.00000E+00,3.66608E-06
27,-1,74,28,26,0,0.0,0.0,-1.24858E-04,-1.13401E-04,0.00000E+00,0.00000E+00,0.00000E+00,4.37257E-06
28,-1,37,29,27,0,0.0,0.0,-1.73825E-04,-1.32501E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.01385E-06
29,-1,52,30,28,0,0.0,0.0,-2.28663E-04,-1.48139E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.55855E-06
30,-1,50,31,29,0,0.0,0.0,-2.88413E-04,-1.60186E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.97021E-06
31,-1,55,32,30,0,0.0,0.0,-3.51178E-04,-1.67636E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.01762E-06
32,-1,54,1,31,0,0.0,0.0,-4.13721E-04,-1.70527E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.97634E-06
33,34,12,45,69,0,0.0,0.0,-1.69487E-04,8.40090E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.95787E-06
34,35,33,44,68,0,0.0,0.0,-1.66854E-04,4.06620E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.77884E-06
35,36,34,38,61,0,0.0,0.0,-1.65995E-04,5.60329E-19,0.00000E+00,0.00000E+00,0.00000E+00,4.72217E-06
36,37,35,53,76,0,0.0,0.0,-1.66854E-04,-4.06620E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.77884E-06
37,28,36,52,74,0,0.0,0.0,-1.69487E-04,-8.40090E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.95787E-06
38,53,44,39,35,0,0.0,0.0,-2.22228E-04,6.41758E-19,0.00000E+00,0.00000E+00,0.00000E+00,5.20989E-06
39,51,42,40,38,0,0.0,0.0,-2.82948E-04,7.05324E-19,0.00000E+00,0.00000E+00,0.00000E+00,5.70622E-06
40,57,47,41,39,0,0.0,0.0,-3.46749E-04,7.19517E-19,0.00000E+00,0.00000E+00,0.00000E+00,5.67651E-06
41,56,46,4,40,0,0.0,0.0,-4.11798E-04,7.50293E-19,0.00000E+00,0.00000E+00,0.00000E+00,7.06516E-06
42,39,43,47,44,0,0.0,0.0,-2.83639E-04,5.02490E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.61955E-06
43,42,10,49,45,0,0.0,0.0,-2.85599E-04,1.02557E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.91545E-06
44,38,45,42,34,0,0.0,0.0,-2.23035E-04,4.59192E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.31341E-06
45,44,11,43,33,0,0.0,0.0,-2.25183E-04,9.44157E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.47088E-06
46,41,48,5,47,0,0.0,0.0,-4.15303E-04,5.85593E-05,0.00000E+00,0.00000E+00,0.00000E+00,6.07060E-06
47,40,49,46,42,0,0.0,0.0,-3.47351E-04,5.39262E-05,0.00000E+00,0.00000E+00,0.00000E+00,6.17354E-06
48,46,8,6,49,0,0.0,0.0,-4.14034E-04,1.12358E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.81598E-06
49,47,9,48,43,0,0.0,0.0,-3.49607E-04,1.08978E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.09767E-06
50,30,51,55,52,0,0.0,0.0,-2.85599E-04,-1.02557E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.91545E-06
51,50,39,57,53,0,0.0,0.0,-2.83639E-04,-5.02490E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.61955E-06
52,29,53,50,37,0,0.0,0.0,-2.25183E-04,-9.44157E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.47088E-06
53,52,38,51,36,0,0.0,0.0,-2.23035E-04,-4.59192E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.31341E-06
54,32,56,2,55,0,0.0,0.0,-4.14034E-04,-1.12358E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.81598E-06
55,31,57,54,50,0,0.0,0.0,-3.49607E-04,-1.08978E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.09767E-06
56,54,41,3,57,0,0.0,0.0,-4.15303E-04,-5.85593E-05,0.00000E+00,0.00000E+00,0.00000E+00,6.07060E-06
57,55,40,56,51,0,0.0,0.0,-3.47351E-04,-5.39262E-05,0.00000E+00,0.00000E+00,0.00000E+00,6.17354E-06
58,73,64,59,20,0,0.0,0.0,-1.15786E-05,1.03912E-19,0.00000E+00,0.00000E+00,0.00000E+00,1.34196E-06
59,71,62,60,58,0,0.0,0.0,-3.63595E-05,2.19298E-19,0.00000E+00,0.00000E+00,0.00000E+00,2.36864E-06
60,77,66,61,59,0,0.0,0.0,-7.16699E-05,3.45680E-19,0.00000E+00,0.00000E+00,0.00000E+00,3.32506E-06
61,76,68,35,60,0,0.0,0.0,-1.15399E-04,4.57483E-19,0.00000E+00,0.00000E+00,0.00000E+00,4.09525E-06
62,59,63,66,64,0,0.0,0.0,-3.75328E-05,1.77731E-05,0.00000E+00,0.00000E+00,0.00000E+00,2.50031E-06
63,62,15,67,65,0,0.0,0.0,-4.17629E-05,3.87123E-05,0.00000E+00,0.00000E+00,0.00000E+00,2.83603E-06
