Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,6.91355E-04,2.49584E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.55628E-06
2,1,3,-1,54,0,0.0,0.0,6.92093E-04,1.64880E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.51625E-06
3,2,4,-1,56,0,0.0,0.0,6.99418E-04,8.54864E-05,0.00000E+00,0.00000E+00,0.00000E+00,-8.10144E-06
4,3,5,-1,41,0,6.3896538696329905,0.0,7.30169E-04,-1.21299E-18,0.00000E+00,0.00000E+00,0.00000E+00,-1.20806E-05
5,4,6,-1,46,0,0.0,0.0,6.99418E-04,-8.54864E-05,0.00000E+00,0.00000E+00,0.00000E+00,-8.10144E-06
6,5,7,-1,48,0,0.0,0.0,6.92093E-04,-1.64880E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.51625E-06
7,6,-1,-1,8,0,0.0,0.0,6.91355E-04,-2.49584E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.55628E-06
8,48,-1,7,9,0,0.0,0.0,6.04027E-04,-2.48967E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.72536E-06
9,49,-1,8,10,0,0.0,0.0,5.12715E-04,-2.44747E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.78563E-06
10,43,-1,9,11,0,0.0,0.0,4.21079E-04,-2.33869E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.71642E-06
11,45,-1,10,12,0,0.0,0.0,3.33845E-04,-2.16280E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.11540E-06
12,33,-1,11,13,0,0.0,0.0,2.53782E-04,-1.93449E-04,0.00000E+00,0.00000E+00,0.00000E+00,-7.32015E-06
13,69,-1,12,14,0,0.0,0.0,1.82290E-04,-1.65563E-04,0.00000E+00,0.00000E+00,0.00000E+00,-6.38389E-06
