Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,-8.16395E-04,-2.94724E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.01038E-05
2,1,3,-1,54,0,0.0,0.0,-8.17267E-04,-1.94700E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.00565E-05
3,2,4,-1,56,0,0.0,0.0,-8.25916E-04,-1.00948E-04,0.00000E+00,0.00000E+00,0.00000E+00,9.56669E-06
4,3,5,-1,41,0,-7.545303710390979,0.0,-8.62229E-04,1.43238E-18,0.00000E+00,0.00000E+00,0.00000E+00,1.42655E-05
5,4,6,-1,46,0,0.0,0.0,-8.25916E-04,1.00948E-04,0.00000E+00,0.00000E+00,0.00000E+00,9.56669E-06
6,5,7,-1,48,0,0.0,0.0,-8.17267E-04,1.94700E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.00565E-05
7,6,-1,-1,8,0,0.0,0.0,-8.16395E-04,2.94724E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.01038E-05
8,48,-1,7,9,0,0.0,0.0,-7.13272E-04,2.93996E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.03035E-05
9,49,-1,8,10,0,0.0,0.0,-6.05446E-04,2.89012E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.03746E-05
10,43,-1,9,11,0,0.0,0.0,-4.97236E-04,2.76167E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.02929E-05
11,45,-1,10,12,0,0.0,0.0,-3.94225E-04,2.55397E-04,0.00000E+00,0.00000E+00,0.00000E+00,9.58317E-06
12,33,-1,11,13,0,0.0,0.0,-2.99682E-04,2.28437E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.64409E-06
13,69,-1,12,14,0,0.0,0.0,-2.15260E-04,1.95508E-04,0.00000E+00,0.00000E+00,0.00000E+00,7.53850E-06
14,67,-1,13,15,0,0.0,0.0,-1.42712E-04,1.56752E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.32048E-06
15,63,-1,14,16,0,0.0,0.0,-8.39216E-05,1.12361E-04,0.00000E+00,0.00000E+00,0.00000E+00,4.65930E-06
16,65,-1,15,17,0,0.0,0.0,-3.92850E-05,6.23400E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.23224E-06
17,18,-1,16,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
18,19,17,65,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
19,20,18,64,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
20,21,19,58,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
21,22,20,73,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
22,23,21,72,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
23,-1,22,24,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
24,-1,72,25,23,0,0.0,0.0,-3.92850E-05,-6.23400E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.23224E-06
25,-1,70,26,24,0,0.0,0.0,-8.39216E-05,-1.12361E-04,0.00000E+00,0.00000E+00,0.00000E+00,4.65930E-06
26,-1,75,27,25,0,0.0,0.0,-1.42712E-04,-1.56752E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.32048E-06
27,-1,74,28,26,0,0.0,0.0,-2.15260E-04,-1.95508E-04,0.00000E+00,0.00000E+00,0.00000E+00,7.53850E-06
28,-1,37,29,27,0,0.0,0.0,-2.99682E-04,-2.28437E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.64409E-06
29,-1,52,30,28,0,0.0,0.0,-3.94225E-04,-2.55397E-04,0.00000E+00,0.00000E+00,0.00000E+00,9.58317E-06
30,-1,50,31,29,0,0.0,0.0,-4.97236E-04,-2.76167E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.02929E-05
31,-1,55,32,30,0,0.0,0.0,-6.05446E-04,-2.89012E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.03746E-05
32,-1,54,1,31,0,0.0,0.0,-7.13272E-04,-2.93996E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.03035E-05
33,34,12,45,69,0,0.0,0.0,-2.92203E-04,1.44835E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.54757E-06
34,35,33,44,68,0,0.0,0.0,-2.87663E-04,7.01029E-05,0.00000E+00,0.00000E+00,0.00000E+00,8.23892E-06
35,36,34,38,61,0,0.0,0.0,-2.86182E-04,9.82208E-19,0.00000E+00,0.00000E+00,0.00000E+00,8.14122E-06
36,37,35,53,76,0,0.0,0.0,-2.87663E-04,-7.01029E-05,0.00000E+00,0.00000E+00,0.00000E+00,8.23892E-06
37,28,36,52,74,0,0.0,0.0,-2.92203E-04,-1.44835E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.54757E-06
38,53,44,39,35,0,0.0,0.0,-3.83131E-04,1.11112E-18,0.00000E+00,0.00000E+00,0.00000E+00,8.98207E-06
39,51,42,40,38,0,0.0,0.0,-4.87814E-04,1.22307E-18,0.00000E+00,0.00000E+00,0.00000E+00,9.83776E-06
40,57,47,41,39,0,0.0,0.0,-5.97810E-04,1.24048E-18,0.00000E+00,0.00000E+00,0.00000E+00,9.78654E-06
41,56,46,4,40,0,0.0,0.0,-7.09957E-04,1.29354E-18,0.00000E+00,0.00000E+00,0.00000E+00,1.21806E-05
42,39,43,47,44,0,0.0,0.0,-4.89005E-04,8.66314E-05,0.00000E+00,0.00000E+00,0.00000E+00,9.68834E-06
43,42,10,49,45,0,0.0,0.0,-4.92384E-04,1.76813E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.01985E-05
44,38,45,42,34,0,0.0,0.0,-3.84521E-04,7.91667E-05,0.00000E+00,0.00000E+00,0.00000E+00,9.16053E-06
45,44,11,43,33,0,0.0,0.0,-3.88225E-04,1.62777E-04,0.00000E+00,0.00000E+00,0.00000E+00,9.43203E-06
46,41,48,5,47,0,0.0,0.0,-7.16000E-04,1.00959E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.04660E-05
