Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,-4.70542E-04,-1.69869E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.82348E-06
2,1,3,-1,54,0,0.0,0.0,-4.71045E-04,-1.12218E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.79624E-06
3,2,4,-1,56,0,0.0,0.0,-4.76030E-04,-5.81828E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.51391E-06
4,3,5,-1,41,0,-4.348854498540544,0.0,-4.96959E-04,8.25572E-19,0.00000E+00,0.00000E+00,0.00000E+00,8.22217E-06
5,4,6,-1,46,0,0.0,0.0,-4.76030E-04,5.81828E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.51391E-06
6,5,7,-1,48,0,0.0,0.0,-4.71045E-04,1.12218E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.79624E-06
7,6,-1,-1,8,0,0.0,0.0,-4.70542E-04,1.69869E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.82348E-06
8,48,-1,7,9,0,0.0,0.0,-4.11106E-04,1.69449E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.93856E-06
9,49,-1,8,10,0,0.0,0.0,-3.48958E-04,1.66577E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.97958E-06
10,43,-1,9,11,0,0.0,0.0,-2.86590E-04,1.59173E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.93247E-06
11,45,-1,10,12,0,0.0,0.0,-2.27218E-04,1.47202E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.52341E-06
12,33,-1,11,13,0,0.0,0.0,-1.72726E-04,1.31663E-04,0.00000E+00,0.00000E+00,0.00000E+00,4.98216E-06
13,69,-1,12,14,0,0.0,0.0,-1.24068E-04,1.12684E-04,0.00000E+00,0.00000E+00,0.00000E+00,4.34493E-06
14,67,-1,13,15,0,0.0,0.0,-8.22541E-05,9.03462E-05,0.00000E+00,0.00000E+00,0.00000E+00,3.64291E-06
15,63,-1,14,16,0,0.0,0.0,-4.83695E-05,6.47613E-05,0.00000E+00,0.00000E+00,0.00000E+00,2.68546E-06
16,65,-1,15,17,0,0.0,0.0,-2.26425E-05,3.59306E-05,0.00000E+00,0.00000E+00,0.00000E+00,2.43932E-06
17,18,-1,16,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
18,19,17,65,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
19,20,18,64,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
20,21,19,58,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
21,22,20,73,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
22,23,21,72,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
23,-1,22,24,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
24,-1,72,25,23,0,0.0,0.0,-2.26425E-05,-3.59306E-05,0.00000E+00,0.00000E+00,0.00000E+00,2.43932E-06
