Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,1.13230E-05,4.08768E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.40135E-07
2,1,3,-1,54,0,0.0,0.0,1.13351E-05,2.70040E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.39479E-07
3,2,4,-1,56,0,0.0,0.0,1.14551E-05,1.40010E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.32685E-07
4,3,5,-1,41,0,0.10464971138743628,0.0,1.19587E-05,-1.98664E-20,0.00000E+00,0.00000E+00,0.00000E+00,-1.97856E-07
5,4,6,-1,46,0,0.0,0.0,1.14551E-05,-1.40010E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.32685E-07
6,5,7,-1,48,0,0.0,0.0,1.13351E-05,-2.70040E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.39479E-07
7,6,-1,-1,8,0,0.0,0.0,1.13230E-05,-4.08768E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.40135E-07
8,48,-1,7,9,0,0.0,0.0,9.89274E-06,-4.07758E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.42904E-07
9,49,-1,8,10,0,0.0,0.0,8.39724E-06,-4.00846E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.43891E-07
10,43,-1,9,11,0,0.0,0.0,6.89643E-06,-3.83030E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.42757E-07
11,45,-1,10,12,0,0.0,0.0,5.46771E-06,-3.54224E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.32914E-07
12,33,-1,11,13,0,0.0,0.0,4.15644E-06,-3.16831E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.19889E-07
13,69,-1,12,14,0,0.0,0.0,2.98555E-06,-2.71159E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.04555E-07
14,67,-1,13,15,0,0.0,0.0,1.97934E-06,-2.17407E-06,0.00000E+00,0.00000E+00,0.00000E+00,-8.76620E-08
15,63,-1,14,16,0,0.0,0.0,1.16395E-06,-1.55840E-06,0.00000E+00,0.00000E+00,0.00000E+00,-6.46222E-08
16,65,-1,15,17,0,0.0,0.0,5.44864E-07,-8.64625E-07,0.00000E+00,0.00000E+00,0.00000E+00,-5.86991E-08
17,18,-1,16,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
18,19,17,65,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
19,20,18,64,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
20,21,19,58,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
21,22,20,73,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
22,23,21,72,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
23,-1,22,24,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
24,-1,72,25,23,0,0.0,0.0,5.44864E-07,8.64625E-07,0.00000E+00,0.00000E+00,0.00000E+00,-5.86991E-08
25,-1,70,26,24,0,0.0,0.0,1.16395E-06,1.55840E-06,0.00000E+00,0.00000E+00,0.00000E+00,-6.46222E-08
26,-1,75,27,25,0,0.0,0.0,1.97934E-06,2.17407E-06,0.00000E+00,0.00000E+00,0.00000E+00,-8.76620E-08
27,-1,74,28,26,0,0.0,0.0,2.98555E-06,2.71159E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.04555E-07
28,-1,37,29,27,0,0.0,0.0,4.15644E-06,3.16831E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.19889E-07
29,-1,52,30,28,0,0.0,0.0,5.46771E-06,3.54224E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.32914E-07
30,-1,50,31,29,0,0.0,0.0,6.89643E-06,3.83030E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.42757E-07
31,-1,55,32,30,0,0.0,0.0,8.39724E-06,4.00846E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.43891E-07
32,-1,54,1,31,0,0.0,0.0,9.89274E-06,4.07758E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.42904E-07
33,34,12,45,69,0,0.0,0.0,4.05272E-06,-2.00879E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.18551E-07
34,35,33,44,68,0,0.0,0.0,3.98974E-06,-9.72294E-07,0.00000E+00,0.00000E+00,0.00000E+00,-1.14270E-07
35,36,34,38,61,0,0.0,0.0,3.96920E-06,-1.35696E-20,0.00000E+00,0.00000E+00,0.00000E+00,-1.12915E-07
36,37,35,53,76,0,0.0,0.0,3.98974E-06,9.72294E-07,0.00000E+00,0.00000E+00,0.00000E+00,-1.14270E-07
