Elementos,Nodo_1,Nodo_2,Nodo_3,Nodo_4,Desplazamiento(x1),Desplazamiento(y1),Desplazamiento(x2),Desplazamiento(y2),Desplazamiento(x3),Desplazamiento(y3),Desplazamiento(x4),Desplazamiento(y4),Tensiones(VON),Tensiones(XX1),Tensiones(XX2),Tensiones(YY1),Tensiones(YY2),Tensiones(XY1),Tensiones(XY2),Deformaciones(VON),Deformacones(XX1),Deformaciones(XX2),Deformaciones(YY1),Deformaciones(YY2),Deformaciones(XY1),Deformaciones(XY2)
78,39,42,44,38,-3.28203E-05,8.21322E-20,-3.29004E-05,5.82858E-06,-2.58707E-05,5.32636E-06,-2.57772E-05,7.54398E-20,2.10949E-02,-2.65726E-04,-2.65726E-04,5.19366E-03,5.19366E-03,1.17837E-02,1.17837E-02,8.66355E-08,-8.68487E-09,-8.68487E-09,2.51113E-08,2.51113E-08,1.45894E-07,1.45894E-07
79,38,44,34,35,-2.57772E-05,7.54398E-20,-2.58707E-05,5.32636E-06,-1.93540E-05,4.71654E-06,-1.92544E-05,6.70347E-20,2.19237E-02,-1.18302E-04,-1.18302E-04,6.36752E-03,6.36752E-03,1.21014E-02,1.21014E-02,8.98238E-08,-9.65980E-09,-9.65980E-09,3.04905E-08,3.04905E-08,1.49827E-07,1.49827E-07
80,11,45,43,10,-2.65236E-05,1.71832E-05,-2.61198E-05,1.09516E-05,-3.31278E-05,1.18960E-05,-3.34542E-05,1.85806E-05,2.56704E-02,-3.18597E-04,-3.18597E-04,2.44931E-02,2.44931E-02,4.12916E-03,4.12916E-03,9.72452E-08,-3.65073E-08,-3.65073E-08,1.17089E-07,1.17089E-07,5.11229E-08,5.11229E-08
81,45,44,42,43,-2.61198E-05,1.09516E-05,-2.58707E-05,5.32636E-06,-3.29004E-05,5.82858E-06,-3.31278E-05,1.18960E-05,2.24257E-02,-4.90350E-04,-4.90350E-04,1.50425E-02,1.50425E-02,9.46962E-03,9.46962E-03,8.90245E-08,-2.38242E-08,-2.38242E-08,7.23313E-08,7.23313E-08,1.17243E-07,1.17243E-07
82,12,33,45,11,-2.01627E-05,1.53693E-05,-1.96595E-05,9.74454E-06,-2.61198E-05,1.09516E-05,-2.65236E-05,1.71832E-05,3.24320E-02,-6.85859E-06,-6.85859E-06,3.17185E-02,3.17185E-02,3.89678E-03,3.89678E-03,1.21961E-07,-4.53448E-08,-4.53448E-08,1.51050E-07,1.51050E-07,4.82458E-08,4.82458E-08
83,33,34,44,45,-1.96595E-05,9.74454E-06,-1.93540E-05,4.71654E-06,-2.58707E-05,5.32636E-06,-2.61198E-05,1.09516E-05,2.50799E-02,-1.10028E-04,-1.10028E-04,1.90446E-02,1.90446E-02,9.38428E-03,9.38428E-03,9.81283E-08,-2.77306E-08,-2.77306E-08,9.08459E-08,9.08459E-08,1.16186E-07,1.16186E-07
84,4,5,46,41,-5.80110E-05,9.63706E-20,-5.55679E-05,6.79179E-06,-4.81726E-05,6.79253E-06,-4.77661E-05,8.70294E-20,3.52288E-02,2.34968E-02,2.34968E-02,7.04122E-03,7.04122E-03,1.63792E-02,1.63792E-02,1.35345E-07,1.01831E-07,1.01831E-07,-3.73125E-11,-3.73125E-11,2.02790E-07,2.02790E-07
85,41,46,47,40,-4.77661E-05,8.70294E-20,-4.81726E-05,6.79253E-06,-4.02907E-05,6.25512E-06,-4.02208E-05,8.34596E-20,1.80987E-02,-3.63685E-03,-3.63685E-03,4.55180E-03,4.55180E-03,9.61011E-03,9.61011E-03,7.46760E-08,-2.38209E-08,-2.38209E-08,2.68708E-08,2.68708E-08,1.18982E-07,1.18982E-07
86,40,47,42,39,-4.02208E-05,8.34596E-20,-4.02907E-05,6.25512E-06,-3.29004E-05,5.82858E-06,-3.28203E-05,8.21322E-20,1.94710E-02,-2.54717E-04,-2.54717E-04,4.40221E-03,4.40221E-03,1.09325E-02,1.09325E-02,8.00324E-08,-7.50180E-09,-7.50180E-09,2.13268E-08,2.13268E-08,1.35354E-07,1.35354E-07
87,8,48,6,7,-4.79892E-05,1.97801E-05,-4.80255E-05,1.30328E-05,-5.49859E-05,1.30995E-05,-5.49273E-05,1.98291E-05,3.34905E-03,1.49587E-03,1.49587E-03,1.66339E-03,1.66339E-03,1.70292E-03,1.70292E-03,1.26829E-08,4.74692E-09,4.74692E-09,5.78396E-09,5.78396E-09,2.10838E-08,2.10838E-08
