Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,1.02671E-03,3.70650E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.27067E-05
2,1,3,-1,54,0,0.0,0.0,1.02781E-03,2.44858E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.26472E-05
3,2,4,-1,56,0,0.0,0.0,1.03868E-03,1.26953E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.20312E-05
4,3,5,-1,41,0,9.48908628677286,0.0,1.08435E-03,-1.80138E-18,0.00000E+00,0.00000E+00,0.00000E+00,-1.79406E-05
5,4,6,-1,46,0,0.0,0.0,1.03868E-03,-1.26953E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.20312E-05
6,5,7,-1,48,0,0.0,0.0,1.02781E-03,-2.44858E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.26472E-05
7,6,-1,-1,8,0,0.0,0.0,1.02671E-03,-3.70650E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.27067E-05
8,48,-1,7,9,0,0.0,0.0,8.97022E-04,-3.69733E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.29578E-05
9,49,-1,8,10,0,0.0,0.0,7.61418E-04,-3.63466E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.30473E-05
10,43,-1,9,11,0,0.0,0.0,6.25332E-04,-3.47312E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.29445E-05
11,45,-1,10,12,0,0.0,0.0,4.95783E-04,-3.21191E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.20519E-05
12,33,-1,11,13,0,0.0,0.0,3.76885E-04,-2.87286E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.08709E-05
13,69,-1,12,14,0,0.0,0.0,2.70714E-04,-2.45873E-04,0.00000E+00,0.00000E+00,0.00000E+00,-9.48052E-06
14,67,-1,13,15,0,0.0,0.0,1.79476E-04,-1.97133E-04,0.00000E+00,0.00000E+00,0.00000E+00,-7.94873E-06
15,63,-1,14,16,0,0.0,0.0,1.05541E-04,-1.41307E-04,0.00000E+00,0.00000E+00,0.00000E+00,-5.85961E-06
16,65,-1,15,17,0,0.0,0.0,4.94054E-05,-7.83997E-05,0.00000E+00,0.00000E+00,0.00000E+00,-5.32253E-06
17,18,-1,16,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
18,19,17,65,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
19,20,18,64,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
20,21,19,58,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
21,22,20,73,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
22,23,21,72,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
23,-1,22,24,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
24,-1,72,25,23,0,0.0,0.0,4.94054E-05,7.83997E-05,0.00000E+00,0.00000E+00,0.00000E+00,-5.32253E-06
25,-1,70,26,24,0,0.0,0.0,1.05541E-04,1.41307E-04,0.00000E+00,0.00000E+00,0.00000E+00,-5.85961E-06
26,-1,75,27,25,0,0.0,0.0,1.79476E-04,1.97133E-04,0.00000E+00,0.00000E+00,0.00000E+00,-7.94873E-06
27,-1,74,28,26,0,0.0,0.0,2.70714E-04,2.45873E-04,0.00000E+00,0.00000E+00,0.00000E+00,-9.48052E-06
28,-1,37,29,27,0,0.0,0.0,3.76885E-04,2.87286E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.08709E-05
29,-1,52,30,28,0,0.0,0.0,4.95783E-04,3.21191E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.20519E-05
30,-1,50,31,29,0,0.0,0.0,6.25332E-04,3.47312E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.29445E-05
31,-1,55,32,30,0,0.0,0.0,7.61418E-04,3.63466E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.30473E-05
32,-1,54,1,31,0,0.0,0.0,8.97022E-04,3.69733E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.29578E-05
33,34,12,45,69,0,0.0,0.0,3.67479E-04,-1.82147E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.07496E-05
34,35,33,44,68,0,0.0,0.0,3.61769E-04,-8.81625E-05,0.00000E+00,0.00000E+00,0.00000E+00,-1.03614E-05
35,36,34,38,61,0,0.0,0.0,3.59906E-04,-1.17671E-18,0.00000E+00,0.00000E+00,0.00000E+00,-1.02385E-05
36,37,35,53,76,0,0.0,0.0,3.61769E-04,8.81625E-05,0.00000E+00,0.00000E+00,0.00000E+00,-1.03614E-05
37,28,36,52,74,0,0.0,0.0,3.67479E-04,1.82147E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.07496E-05
38,53,44,39,35,0,0.0,0.0,4.81831E-04,-1.32671E-18,0.00000E+00,0.00000E+00,0.00000E+00,-1.12960E-05
39,51,42,40,38,0,0.0,0.0,6.13482E-04,-1.47346E-18,0.00000E+00,0.00000E+00,0.00000E+00,-1.23721E-05
40,57,47,41,39,0,0.0,0.0,7.51814E-04,-1.56004E-18,0.00000E+00,0.00000E+00,0.00000E+00,-1.23077E-05
41,56,46,4,40,0,0.0,0.0,8.92853E-04,-1.62677E-18,0.00000E+00,0.00000E+00,0.00000E+00,-1.53185E-05
42,39,43,47,44,0,0.0,0.0,6.14981E-04,-1.08949E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.21842E-05
43,42,10,49,45,0,0.0,0.0,6.19230E-04,-2.22363E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.28258E-05
44,38,45,42,34,0,0.0,0.0,4.83580E-04,-9.95612E-05,0.00000E+00,0.00000E+00,0.00000E+00,-1.15204E-05
45,44,11,43,33,0,0.0,0.0,4.88237E-04,-2.04710E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.18619E-05
46,41,48,5,47,0,0.0,0.0,9.00452E-04,-1.26967E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.31622E-05
47,40,49,46,42,0,0.0,0.0,7.53121E-04,-1.16922E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.33853E-05
48,46,8,6,49,0,0.0,0.0,8.97701E-04,-2.43612E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.26101E-05
49,47,9,48,43,0,0.0,0.0,7.58012E-04,-2.36284E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.32209E-05
50,30,51,55,52,0,0.0,0.0,6.19230E-04,2.22363E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.28258E-05
51,50,39,57,53,0,0.0,0.0,6.14981E-04,1.08949E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.21842E-05
52,29,53,50,37,0,0.0,0.0,4.88237E-04,2.04710E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.18619E-05
53,52,38,51,36,0,0.0,0.0,4.83580E-04,9.95612E-05,0.00000E+00,0.00000E+00,0.00000E+00,-1.15204E-05
54,32,56,2,55,0,0.0,0.0,8.97701E-04,2.43612E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.26101E-05
55,31,57,54,50,0,0.0,0.0,7.58012E-04,2.36284E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.32209E-05
56,54,41,3,57,0,0.0,0.0,9.00452E-04,1.26967E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.31622E-05
57,55,40,56,51,0,0.0,0.0,7.53121E-04,1.16922E-04,0.00000E+00,0.00000E+00,0.00000E+00,-1.33853E-05
58,73,64,59,20,0,0.0,0.0,2.51044E-05,-2.18608E-19,0.00000E+00,0.00000E+00,0.00000E+00,-2.90960E-06
59,71,62,60,58,0,0.0,0.0,7.88340E-05,-4.59763E-19,0.00000E+00,0.00000E+00,0.00000E+00,-5.13565E-06
60,77,66,61,59,0,0.0,0.0,1.55393E-04,-7.24077E-19,0.00000E+00,0.00000E+00,0.00000E+00,-7.20932E-06
61,76,68,35,60,0,0.0,0.0,2.50205E-04,-9.63791E-19,0.00000E+00,0.00000E+00,0.00000E+00,-8.87925E-06
62,59,63,66,64,0,0.0,0.0,8.13778E-05,-3.85353E-05,0.00000E+00,0.00000E+00,0.00000E+00,-5.42112E-06
63,62,15,67,65,0,0.0,0.0,9.05496E-05,-8.39352E-05,0.00000E+00,0.00000E+00,0.00000E+00,-6.14902E-06
