Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,-5.79325E-04,-2.09140E-04,0.00000E+00,0.00000E+00,0.00000E+00,7.16979E-06
2,1,3,-1,54,0,0.0,0.0,-5.79943E-04,-1.38162E-04,0.00000E+00,0.00000E+00,0.00000E+00,7.13624E-06
3,2,4,-1,56,0,0.0,0.0,-5.86081E-04,-7.16338E-05,0.00000E+00,0.00000E+00,0.00000E+00,6.78865E-06
4,3,5,-1,41,0,-5.354244994234428,0.0,-6.11849E-04,1.01643E-18,0.00000E+00,0.00000E+00,0.00000E+00,1.01230E-05
5,4,6,-1,46,0,0.0,0.0,-5.86081E-04,7.16338E-05,0.00000E+00,0.00000E+00,0.00000E+00,6.78865E-06
6,5,7,-1,48,0,0.0,0.0,-5.79943E-04,1.38162E-04,0.00000E+00,0.00000E+00,0.00000E+00,7.13624E-06
7,6,-1,-1,8,0,0.0,0.0,-5.79325E-04,2.09140E-04,0.00000E+00,0.00000E+00,0.00000E+00,7.16979E-06
8,48,-1,7,9,0,0.0,0.0,-5.06147E-04,2.08623E-04,0.00000E+00,0.00000E+00,0.00000E+00,7.31146E-06
9,49,-1,8,10,0,0.0,0.0,-4.29632E-04,2.05087E-04,0.00000E+00,0.00000E+00,0.00000E+00,7.36197E-06
10,43,-1,9,11,0,0.0,0.0,-3.52845E-04,1.95972E-04,0.00000E+00,0.00000E+00,0.00000E+00,7.30397E-06
11,45,-1,10,12,0,0.0,0.0,-2.79747E-04,1.81233E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.80034E-06
12,33,-1,11,13,0,0.0,0.0,-2.12658E-04,1.62102E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.13396E-06
