Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,6.68825E-04,2.41451E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.27745E-06
2,1,3,-1,54,0,0.0,0.0,6.69539E-04,1.59506E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.23873E-06
3,2,4,-1,56,0,0.0,0.0,6.76625E-04,8.27006E-05,0.00000E+00,0.00000E+00,0.00000E+00,-7.83744E-06
4,3,5,-1,41,0,6.181429994594879,0.0,7.06375E-04,-1.17346E-18,0.00000E+00,0.00000E+00,0.00000E+00,-1.16869E-05
5,4,6,-1,46,0,0.0,0.0,6.76625E-04,-8.27006E-05,0.00000E+00,0.00000E+00,0.00000E+00,-7.83744E-06
6,5,7,-1,48,0,0.0,0.0,6.69539E-04,-1.59506E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.23873E-06
7,6,-1,-1,8,0,0.0,0.0,6.68825E-04,-2.41451E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.27745E-06
8,48,-1,7,9,0,0.0,0.0,5.84343E-04,-2.40854E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.44102E-06
9,49,-1,8,10,0,0.0,0.0,4.96007E-04,-2.36771E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.49933E-06
10,43,-1,9,11,0,0.0,0.0,4.07357E-04,-2.26248E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.43237E-06
11,45,-1,10,12,0,0.0,0.0,3.22966E-04,-2.09232E-04,0.00000E+00,0.00000E+00,0.00000E+00,-7.85094E-06
12,33,-1,11,13,0,0.0,0.0,2.45512E-04,-1.87145E-04,0.00000E+00,0.00000E+00,0.00000E+00,-7.08160E-06
13,69,-1,12,14,0,0.0,0.0,1.76350E-04,-1.60168E-04,0.00000E+00,0.00000E+00,0.00000E+00,-6.17585E-06
14,67,-1,13,15,0,0.0,0.0,1.16915E-04,-1.28417E-04,0.00000E+00,0.00000E+00,0.00000E+00,-5.17800E-06
15,63,-1,14,16,0,0.0,0.0,6.87521E-05,-9.20513E-05,0.00000E+00,0.00000E+00,0.00000E+00,-3.81709E-06
16,65,-1,15,17,0,0.0,0.0,3.21839E-05,-5.10715E-05,0.00000E+00,0.00000E+00,0.00000E+00,-3.46723E-06
17,18,-1,16,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
18,19,17,65,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
19,20,18,64,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
20,21,19,58,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
21,22,20,73,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
22,23,21,72,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
23,-1,22,24,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
24,-1,72,25,23,0,0.0,0.0,3.21839E-05,5.10715E-05,0.00000E+00,0.00000E+00,0.00000E+00,-3.46723E-06
25,-1,70,26,24,0,0.0,0.0,6.87521E-05,9.20513E-05,0.00000E+00,0.00000E+00,0.00000E+00,-3.81709E-06
26,-1,75,27,25,0,0.0,0.0,1.16915E-04,1.28417E-04,0.00000E+00,0.00000E+00,0.00000E+00,-5.17800E-06
27,-1,74,28,26,0,0.0,0.0,1.76350E-04,1.60168E-04,0.00000E+00,0.00000E+00,0.00000E+00,-6.17585E-06
28,-1,37,29,27,0,0.0,0.0,2.45512E-04,1.87145E-04,0.00000E+00,0.00000E+00,0.00000E+00,-7.08160E-06
29,-1,52,30,28,0,0.0,0.0,3.22966E-04,2.09232E-04,0.00000E+00,0.00000E+00,0.00000E+00,-7.85094E-06
30,-1,50,31,29,0,0.0,0.0,4.07357E-04,2.26248E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.43237E-06
31,-1,55,32,30,0,0.0,0.0,4.96007E-04,2.36771E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.49933E-06
32,-1,54,1,31,0,0.0,0.0,5.84343E-04,2.40854E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.44102E-06
33,34,12,45,69,0,0.0,0.0,2.39385E-04,-1.18655E-04,0.00000E+00,0.00000E+00,0.00000E+00,-7.00253E-06
34,35,33,44,68,0,0.0,0.0,2.35666E-04,-5.74313E-05,0.00000E+00,0.00000E+00,0.00000E+00,-6.74967E-06
35,36,34,38,61,0,0.0,0.0,2.34452E-04,-7.98293E-19,0.00000E+00,0.00000E+00,0.00000E+00,-6.66963E-06
36,37,35,53,76,0,0.0,0.0,2.35666E-04,5.74313E-05,0.00000E+00,0.00000E+00,0.00000E+00,-6.74967E-06
37,28,36,52,74,0,0.0,0.0,2.39385E-04,1.18655E-04,0.00000E+00,0.00000E+00,0.00000E+00,-7.00253E-06
38,53,44,39,35,0,0.0,0.0,3.13877E-04,-8.96967E-19,0.00000E+00,0.00000E+00,0.00000E+00,-7.35849E-06
39,51,42,40,38,0,0.0,0.0,3.99638E-04,-1.01626E-18,0.00000E+00,0.00000E+00,0.00000E+00,-8.05950E-06
40,57,47,41,39,0,0.0,0.0,4.89751E-04,-1.01625E-18,0.00000E+00,0.00000E+00,0.00000E+00,-8.01755E-06
41,56,46,4,40,0,0.0,0.0,5.81627E-04,-1.05972E-18,0.00000E+00,0.00000E+00,0.00000E+00,-9.97888E-06
42,39,43,47,44,0,0.0,0.0,4.00614E-04,-7.09721E-05,0.00000E+00,0.00000E+00,0.00000E+00,-7.93709E-06
43,42,10,49,45,0,0.0,0.0,4.03382E-04,-1.44853E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.35502E-06
44,38,45,42,34,0,0.0,0.0,3.15016E-04,-6.48567E-05,0.00000E+00,0.00000E+00,0.00000E+00,-7.50469E-06
45,44,11,43,33,0,0.0,0.0,3.18050E-04,-1.33353E-04,0.00000E+00,0.00000E+00,0.00000E+00,-7.72711E-06
46,41,48,5,47,0,0.0,0.0,5.86577E-04,-8.27097E-05,0.00000E+00,0.00000E+00,0.00000E+00,-8.57417E-06
47,40,49,46,42,0,0.0,0.0,4.90602E-04,-7.61658E-05,0.00000E+00,0.00000E+00,0.00000E+00,-8.71955E-06
48,46,8,6,49,0,0.0,0.0,5.84785E-04,-1.58695E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.21454E-06
49,47,9,48,43,0,0.0,0.0,4.93788E-04,-1.53921E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.61240E-06
50,30,51,55,52,0,0.0,0.0,4.03382E-04,1.44853E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.35502E-06
51,50,39,57,53,0,0.0,0.0,4.00614E-04,7.09721E-05,0.00000E+00,0.00000E+00,0.00000E+00,-7.93709E-06
