Elementos,Nodo_1,Nodo_2,Nodo_3,Nodo_4,Desplazamiento(x1),Desplazamiento(y1),Desplazamiento(x2),Desplazamiento(y2),Desplazamiento(x3),Desplazamiento(y3),Desplazamiento(x4),Desplazamiento(y4),Tensiones(VON),Tensiones(XX1),Tensiones(XX2),Tensiones(YY1),Tensiones(YY2),Tensiones(XY1),Tensiones(XY2),Deformaciones(VON),Deformacones(XX1),Deformaciones(XX2),Deformaciones(YY1),Deformaciones(YY2),Deformaciones(XY1),Deformaciones(XY2)
78,39,42,44,38,-3.46159E-04,8.38063E-19,-3.47005E-04,6.14747E-05,-2.72861E-04,5.61777E-05,-2.71875E-04,7.63796E-19,2.22490E-01,-2.80265E-03,-2.80265E-03,5.47781E-02,5.47781E-02,1.24284E-01,1.24284E-01,9.13755E-07,-9.16004E-08,-9.16004E-08,2.64852E-07,2.64852E-07,1.53876E-06,1.53876E-06
79,38,44,34,35,-2.71875E-04,7.63796E-19,-2.72861E-04,5.61777E-05,-2.04129E-04,4.97460E-05,-2.03078E-04,6.82544E-19,2.31232E-01,-1.24774E-03,-1.24774E-03,6.71590E-02,6.71590E-02,1.27635E-01,1.27635E-01,9.47382E-07,-1.01883E-07,-1.01883E-07,3.21587E-07,3.21587E-07,1.58025E-06,1.58025E-06
80,11,45,43,10,-2.79747E-04,1.81233E-04,-2.75489E-04,1.15508E-04,-3.49402E-04,1.25469E-04,-3.52845E-04,1.95972E-04,2.70748E-01,-3.36028E-03,-3.36028E-03,2.58332E-01,2.58332E-01,4.35507E-02,4.35507E-02,1.02566E-06,-3.85047E-07,-3.85047E-07,1.23495E-06,1.23495E-06,5.39199E-07,5.39199E-07
81,45,44,42,43,-2.75489E-04,1.15508E-04,-2.72861E-04,5.61777E-05,-3.47005E-04,6.14747E-05,-3.49402E-04,1.25469E-04,2.36527E-01,-5.17178E-03,-5.17178E-03,1.58655E-01,1.58655E-01,9.98772E-02,9.98772E-02,9.38952E-07,-2.51277E-07,-2.51277E-07,7.62887E-07,7.62887E-07,1.23657E-06,1.23657E-06
82,12,33,45,11,-2.12658E-04,1.62102E-04,-2.07351E-04,1.02777E-04,-2.75489E-04,1.15508E-04,-2.79747E-04,1.81233E-04,3.42064E-01,-7.23384E-05,-7.23384E-05,3.34539E-01,3.34539E-01,4.10998E-02,4.10998E-02,1.28633E-06,-4.78257E-07,-4.78257E-07,1.59314E-06,1.59314E-06,5.08854E-07,5.08854E-07
83,33,34,44,45,-2.07351E-04,1.02777E-04,-2.04129E-04,4.97460E-05,-2.72861E-04,5.61777E-05,-2.75489E-04,1.15508E-04,2.64520E-01,-1.16048E-03,-1.16048E-03,2.00866E-01,2.00866E-01,9.89771E-02,9.89771E-02,1.03497E-06,-2.92478E-07,-2.92478E-07,9.58163E-07,9.58163E-07,1.22543E-06,1.22543E-06
84,4,5,46,41,-6.11849E-04,1.01643E-18,-5.86081E-04,7.16338E-05,-5.08083E-04,7.16416E-05,-5.03795E-04,9.17910E-19,3.71562E-01,2.47824E-01,2.47824E-01,7.42646E-02,7.42646E-02,1.72753E-01,1.72753E-01,1.42750E-06,1.07402E-06,1.07402E-06,-3.93539E-10,-3.93539E-10,2.13885E-06,2.13885E-06
85,41,46,47,40,-5.03795E-04,9.17910E-19,-5.08083E-04,7.16416E-05,-4.24951E-04,6.59735E-05,-4.24213E-04,8.80258E-19,1.90889E-01,-3.83583E-02,-3.83583E-02,4.80084E-02,4.80084E-02,1.01359E-01,1.01359E-01,7.87617E-07,-2.51242E-07,-2.51242E-07,2.83409E-07,2.83409E-07,1.25492E-06,1.25492E-06
86,40,47,42,39,-4.24213E-04,8.80258E-19,-4.24951E-04,6.59735E-05,-3.47005E-04,6.14747E-05,-3.46159E-04,8.38063E-19,2.05363E-01,-2.68653E-03,-2.68653E-03,4.64306E-02,4.64306E-02,1.15306E-01,1.15306E-01,8.44112E-07,-7.91224E-08,-7.91224E-08,2.24936E-07,2.24936E-07,1.42760E-06,1.42760E-06
87,8,48,6,7,-5.06147E-04,2.08623E-04,-5.06530E-04,1.37459E-04,-5.79943E-04,1.38162E-04,-5.79325E-04,2.09140E-04,3.53228E-02,1.57771E-02,1.57771E-02,1.75440E-02,1.75440E-02,1.79609E-02,1.79609E-02,1.33768E-07,5.00663E-08,5.00663E-08,6.10041E-08,6.10041E-08,2.22373E-07,2.22373E-07
88,48,46,5,6,-5.06530E-04,1.37459E-04,-5.08083E-04,7.16416E-05,-5.86081E-04,7.16338E-05,-5.79943E-04,1.38162E-04,1.55355E-01,9.11375E-02,9.11375E-02,3.46392E-02,3.46392E-02,7.69980E-02,7.69980E-02,6.02693E-07,3.84504E-07,3.84504E-07,3.47521E-08,3.47521E-08,9.53309E-07,9.53309E-07
89,10,43,49,9,-3.52845E-04,1.95972E-04,-3.49402E-04,1.25469E-04,-4.27710E-04,1.33324E-04,-4.29632E-04,2.05087E-04,2.00088E-01,-3.16014E-03,-3.16014E-03,1.77234E-01,1.77234E-01,5.18108E-02,5.18108E-02,7.68286E-07,-2.68240E-07,-2.68240E-07,8.48488E-07,8.48488E-07,6.41467E-07,6.41467E-07
90,9,49,48,8,-4.29632E-04,2.05087E-04,-4.27710E-04,1.33324E-04,-5.06530E-04,1.37459E-04,-5.06147E-04,2.08623E-04,1.17466E-01,8.79674E-03,8.79674E-03,8.31891E-02,8.31891E-02,5.01077E-02,5.01077E-02,4.57636E-07,-7.69524E-08,-7.69524E-08,3.83572E-07,3.83572E-07,6.20381E-07,6.20381E-07
91,43,42,47,49,-3.49402E-04,1.25469E-04,-3.47005E-04,6.14747E-05,-4.24951E-04,6.59735E-05,-4.27710E-04,1.33324E-04,2.19713E-01,-1.67498E-02,-1.67498E-02,1.24685E-01,1.24685E-01,1.00596E-01,1.00596E-01,8.87117E-07,-2.57883E-07,-2.57883E-07,6.17667E-07,6.17667E-07,1.24547E-06,1.24547E-06
92,49,47,46,48,-4.27710E-04,1.33324E-04,-4.24951E-04,6.59735E-05,-5.08083E-04,7.16416E-05,-5.06530E-04,1.37459E-04,2.25005E-01,2.00025E-02,2.00025E-02,1.08935E-01,1.08935E-01,1.16246E-01,1.16246E-01,9.01120E-07,-6.03715E-08,-6.03715E-08,4.90164E-07,4.90164E-07,1.43923E-06,1.43923E-06
93,30,50,52,29,-3.52845E-04,-1.95972E-04,-3.49402E-04,-1.25469E-04,-2.75489E-04,-1.15508E-04,-2.79747E-04,-1.81233E-04,2.70748E-01,3.36028E-03,3.36028E-03,-2.58332E-01,-2.58332E-01,4.35507E-02,4.35507E-02,1.02566E-06,3.85047E-07,3.85047E-07,-1.23495E-06,-1.23495E-06,5.39199E-07,5.39199E-07
94,29,52,37,28,-2.79747E-04,-1.81233E-04,-2.75489E-04,-1.15508E-04,-2.07351E-04,-1.02777E-04,-2.12658E-04,-1.62102E-04,3.42064E-01,7.23384E-05,7.23384E-05,-3.34539E-01,-3.34539E-01,4.10998E-02,4.10998E-02,1.28633E-06,4.78257E-07,4.78257E-07,-1.59314E-06,-1.59314E-06,5.08854E-07,5.08854E-07
95,38,53,51,39,-2.71875E-04,7.63796E-19,-2.72861E-04,-5.61777E-05,-3.47005E-04,-6.14747E-05,-3.46159E-04,8.38063E-19,2.36527E-01,5.17178E-03,5.17178E-03,-1.58655E-01,-1.58655E-01,9.98772E-02,9.98772E-02,9.38952E-07,2.51277E-07,2.51277E-07,-7.62887E-07,-7.62887E-07,1.23657E-06,1.23657E-06
96,53,52,50,51,-2.72861E-04,-5.61777E-05,-2.75489E-04,-1.15508E-04,-3.49402E-04,-1.25469E-04,-3.47005E-04,-6.14747E-05,2.64520E-01,1.16048E-03,1.16048E-03,-2.00866E-01,-2.00866E-01,9.89771E-02,9.89771E-02,1.03497E-06,2.92478E-07,2.92478E-07,-9.58163E-07,-9.58163E-07,1.22543E-06,1.22543E-06
97,35,36,53,38,-2.03078E-04,6.82544E-19,-2.04129E-04,-4.97460E-05,-2.72861E-04,-5.61777E-05,-2.71875E-04,7.63796E-19,2.22490E-01,2.80265E-03,2.80265E-03,-5.47781E-02,-5.47781E-02,1.24284E-01,1.24284E-01,9.13755E-07,9.16004E-08,9.16004E-08,-2.64852E-07,-2.64852E-07,1.53876E-06,1.53876E-06
98,36,37,52,53,-2.04129E-04,-4.97460E-05,-2.07351E-04,-1.02777E-04,-2.75489E-04,-1.15508E-04,-2.72861E-04,-5.61777E-05,2.31232E-01,1.24774E-03,1.24774E-03,-6.71590E-02,-6.71590E-02,1.27635E-01,1.27635E-01,9.47382E-07,1.01883E-07,1.01883E-07,-3.21587E-07,-3.21587E-07,1.58025E-06,1.58025E-06
99,1,2,54,32,-5.79325E-04,-2.09140E-04,-5.79943E-04,-1.38162E-04,-5.06530E-04,-1.37459E-04,-5.06147E-04,-2.08623E-04,3.53228E-02,-1.57771E-02,-1.57771E-02,-1.75440E-02,-1.75440E-02,1.79609E-02,1.79609E-02,1.33768E-07,-5.00663E-08,-5.00663E-08,-6.10041E-08,-6.10041E-08,2.22373E-07,2.22373E-07
100,32,54,55,31,-5.06147E-04,-2.08623E-04,-5.06530E-04,-1.37459E-04,-4.27710E-04,-1.33324E-04,-4.29632E-04,-2.05087E-04,1.17466E-01,-8.79674E-03,-8.79674E-03,-8.31891E-02,-8.31891E-02,5.01077E-02,5.01077E-02,4.57636E-07,7.69524E-08,7.69524E-08,-3.83572E-07,-3.83572E-07,6.20381E-07,6.20381E-07
101,31,55,50,30,-4.29632E-04,-2.05087E-04,-4.27710E-04,-1.33324E-04,-3.49402E-04,-1.25469E-04,-3.52845E-04,-1.95972E-04,2.00088E-01,3.16014E-03,3.16014E-03,-1.77234E-01,-1.77234E-01,5.18108E-02,5.18108E-02,7.68286E-07,2.68240E-07,2.68240E-07,-8.48488E-07,-8.48488E-07,6.41467E-07,6.41467E-07
102,41,56,3,4,-5.03795E-04,9.17910E-19,-5.08083E-04,-7.16416E-05,-5.86081E-04,-7.16338E-05,-6.11849E-04,1.01643E-18,3.71562E-01,-2.47824E-01,-2.47824E-01,-7.42646E-02,-7.42646E-02,1.72753E-01,1.72753E-01,1.42750E-06,-1.07402E-06,-1.07402E-06,3.93539E-10,3.93539E-10,2.13885E-06,2.13885E-06
103,56,54,2,3,-5.08083E-04,-7.16416E-05,-5.06530E-04,-1.37459E-04,-5.79943E-04,-1.38162E-04,-5.86081E-04,-7.16338E-05,1.55355E-01,-9.11375E-02,-9.11375E-02,-3.46392E-02,-3.46392E-02,7.69980E-02,7.69980E-02,6.02693E-07,-3.84504E-07,-3.84504E-07,-3.47521E-08,-3.47521E-08,9.53309E-07,9.53309E-07
