Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,1.55740E-05,5.62234E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.92746E-07
2,1,3,-1,54,0,0.0,0.0,1.55907E-05,3.71421E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.91844E-07
3,2,4,-1,56,0,0.0,0.0,1.57557E-05,1.92574E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.82500E-07
4,3,5,-1,41,0,0.1439386739564501,0.0,1.64484E-05,-2.73248E-20,0.00000E+00,0.00000E+00,0.00000E+00,-2.72138E-07
5,4,6,-1,46,0,0.0,0.0,1.57557E-05,-1.92574E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.82500E-07
6,5,7,-1,48,0,0.0,0.0,1.55907E-05,-3.71421E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.91844E-07
7,6,-1,-1,8,0,0.0,0.0,1.55740E-05,-5.62234E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.92746E-07
8,48,-1,7,9,0,0.0,0.0,1.36068E-05,-5.60843E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.96555E-07
9,49,-1,8,10,0,0.0,0.0,1.15498E-05,-5.51337E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.97912E-07
10,43,-1,9,11,0,0.0,0.0,9.48557E-06,-5.26832E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.96353E-07
11,45,-1,10,12,0,0.0,0.0,7.52047E-06,-4.87211E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.82814E-07
12,33,-1,11,13,0,0.0,0.0,5.71691E-06,-4.35780E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.64900E-07
13,69,-1,12,14,0,0.0,0.0,4.10642E-06,-3.72962E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.43809E-07
14,67,-1,13,15,0,0.0,0.0,2.72245E-06,-2.99028E-06,0.00000E+00,0.00000E+00,0.00000E+00,-1.20573E-07
