Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,2.31355E-04,8.35208E-05,0.00000E+00,0.00000E+00,0.00000E+00,-2.86328E-06
2,1,3,-1,54,0,0.0,0.0,2.31602E-04,5.51753E-05,0.00000E+00,0.00000E+00,0.00000E+00,-2.84988E-06
3,2,4,-1,56,0,0.0,0.0,2.34053E-04,2.86072E-05,0.00000E+00,0.00000E+00,0.00000E+00,-2.71107E-06
4,3,5,-1,41,0,2.1382345898026696,0.0,2.44344E-04,-4.05915E-19,0.00000E+00,0.00000E+00,0.00000E+00,-4.04266E-06
5,4,6,-1,46,0,0.0,0.0,2.34053E-04,-2.86072E-05,0.00000E+00,0.00000E+00,0.00000E+00,-2.71107E-06
6,5,7,-1,48,0,0.0,0.0,2.31602E-04,-5.51753E-05,0.00000E+00,0.00000E+00,0.00000E+00,-2.84988E-06
7,6,-1,-1,8,0,0.0,0.0,2.31355E-04,-8.35208E-05,0.00000E+00,0.00000E+00,0.00000E+00,-2.86328E-06
8,48,-1,7,9,0,0.0,0.0,2.02132E-04,-8.33143E-05,0.00000E+00,0.00000E+00,0.00000E+00,-2.91986E-06
9,49,-1,8,10,0,0.0,0.0,1.71575E-04,-8.19020E-05,0.00000E+00,0.00000E+00,0.00000E+00,-2.94002E-06
10,43,-1,9,11,0,0.0,0.0,1.40910E-04,-7.82619E-05,0.00000E+00,0.00000E+00,0.00000E+00,-2.91686E-06
11,45,-1,10,12,0,0.0,0.0,1.11718E-04,-7.23761E-05,0.00000E+00,0.00000E+00,0.00000E+00,-2.71574E-06
12,33,-1,11,13,0,0.0,0.0,8.49257E-05,-6.47359E-05,0.00000E+00,0.00000E+00,0.00000E+00,-2.44962E-06
13,69,-1,12,14,0,0.0,0.0,6.10017E-05,-5.54041E-05,0.00000E+00,0.00000E+00,0.00000E+00,-2.13631E-06
14,67,-1,13,15,0,0.0,0.0,4.04425E-05,-4.44212E-05,0.00000E+00,0.00000E+00,0.00000E+00,-1.79114E-06
15,63,-1,14,16,0,0.0,0.0,2.37822E-05,-3.18417E-05,0.00000E+00,0.00000E+00,0.00000E+00,-1.32038E-06
16,65,-1,15,17,0,0.0,0.0,1.11328E-05,-1.76663E-05,0.00000E+00,0.00000E+00,0.00000E+00,-1.19936E-06
17,18,-1,16,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
