Elementos,Nodo_1,Nodo_2,Nodo_3,Nodo_4,Desplazamiento(x1),Desplazamiento(y1),Desplazamiento(x2),Desplazamiento(y2),Desplazamiento(x3),Desplazamiento(y3),Desplazamiento(x4),Desplazamiento(y4),Tensiones(VON),Tensiones(XX1),Tensiones(XX2),Tensiones(YY1),Tensiones(YY2),Tensiones(XY1),Tensiones(XY2),Deformaciones(VON),Deformacones(XX1),Deformaciones(XX2),Deformaciones(YY1),Deformaciones(YY2),Deformaciones(XY1),Deformaciones(XY2)
78,39,42,44,38,6.13482E-04,-1.47346E-18,6.14981E-04,-1.08949E-04,4.83580E-04,-9.95612E-05,4.81831E-04,-1.32671E-18,3.94309E-01,4.96701E-03,4.96701E-03,-9.70808E-02,-9.70808E-02,-2.20264E-01,-2.20264E-01,1.61941E-06,1.62339E-07,1.62339E-07,-4.69385E-07,-4.69385E-07,-2.72707E-06,-2.72707E-06
79,38,44,34,35,4.81831E-04,-1.32671E-18,4.83580E-04,-9.95612E-05,3.61769E-04,-8.81625E-05,3.59906E-04,-1.17671E-18,4.09801E-01,2.21132E-03,2.21132E-03,-1.19023E-01,-1.19023E-01,-2.26202E-01,-2.26202E-01,1.67900E-06,1.80563E-07,1.80563E-07,-5.69934E-07,-5.69934E-07,-2.80060E-06,-2.80060E-06
80,11,45,43,10,4.95783E-04,-3.21191E-04,4.88237E-04,-2.04710E-04,6.19230E-04,-2.22363E-04,6.25332E-04,-3.47312E-04,4.79835E-01,5.95526E-03,5.95526E-03,-4.57830E-01,-4.57830E-01,-7.71829E-02,-7.71829E-02,1.81772E-06,6.82401E-07,6.82401E-07,-2.18865E-06,-2.18865E-06,-9.55598E-07,-9.55598E-07
81,45,44,42,43,4.88237E-04,-2.04710E-04,4.83580E-04,-9.95612E-05,6.14981E-04,-1.08949E-04,6.19230E-04,-2.22363E-04,4.19186E-01,9.16572E-03,9.16572E-03,-2.81177E-01,-2.81177E-01,-1.77008E-01,-1.77008E-01,1.66406E-06,4.45327E-07,4.45327E-07,-1.35203E-06,-1.35203E-06,-2.19153E-06,-2.19153E-06
82,12,33,45,11,3.76885E-04,-2.87286E-04,3.67479E-04,-1.82147E-04,4.88237E-04,-2.04710E-04,4.95783E-04,-3.21191E-04,6.06225E-01,1.28202E-04,1.28202E-04,-5.92888E-01,-5.92888E-01,-7.28392E-02,-7.28392E-02,2.27971E-06,8.47593E-07,8.47593E-07,-2.82346E-06,-2.82346E-06,-9.01819E-07,-9.01819E-07
83,33,34,44,45,3.67479E-04,-1.82147E-04,3.61769E-04,-8.81625E-05,4.83580E-04,-9.95612E-05,4.88237E-04,-2.04710E-04,4.68797E-01,2.05667E-03,2.05667E-03,-3.55986E-01,-3.55986E-01,-1.75413E-01,-1.75413E-01,1.83423E-06,5.18345E-07,5.18345E-07,-1.69811E-06,-1.69811E-06,-2.17178E-06,-2.17178E-06
84,4,5,46,41,1.08435E-03,-1.80138E-18,1.03868E-03,-1.26953E-04,9.00452E-04,-1.26967E-04,8.92853E-04,-1.62677E-18,6.58503E-01,-4.39207E-01,-4.39207E-01,-1.31616E-01,-1.31616E-01,-3.06163E-01,-3.06163E-01,2.52990E-06,-1.90344E-06,-1.90344E-06,6.97451E-10,6.97451E-10,-3.79059E-06,-3.79059E-06
85,41,46,47,40,8.92853E-04,-1.62677E-18,9.00452E-04,-1.26967E-04,7.53121E-04,-1.16922E-04,7.51814E-04,-1.56004E-18,3.38304E-01,6.79808E-02,6.79808E-02,-8.50832E-02,-8.50832E-02,-1.79634E-01,-1.79634E-01,1.39586E-06,4.45265E-07,4.45265E-07,-5.02273E-07,-5.02273E-07,-2.22404E-06,-2.22404E-06
86,40,47,42,39,7.51814E-04,-1.56004E-18,7.53121E-04,-1.16922E-04,6.14981E-04,-1.08949E-04,6.13482E-04,-1.47346E-18,3.63956E-01,4.76121E-03,4.76121E-03,-8.22868E-02,-8.22868E-02,-2.04352E-01,-2.04352E-01,1.49598E-06,1.40225E-07,1.40225E-07,-3.98644E-07,-3.98644E-07,-2.53007E-06,-2.53007E-06
87,8,48,6,7,8.97022E-04,-3.69733E-04,8.97701E-04,-2.43612E-04,1.02781E-03,-2.44858E-04,1.02671E-03,-3.70650E-04,6.26010E-02,-2.79611E-02,-2.79611E-02,-3.10924E-02,-3.10924E-02,-3.18313E-02,-3.18313E-02,2.37071E-07,-8.87303E-08,-8.87303E-08,-1.08115E-07,-1.08115E-07,-3.94102E-07,-3.94102E-07
