Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,6.68317E-04,2.41267E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.27117E-06
2,1,3,-1,54,0,0.0,0.0,6.69031E-04,1.59385E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.23247E-06
3,2,4,-1,56,0,0.0,0.0,6.76111E-04,8.26378E-05,0.00000E+00,0.00000E+00,0.00000E+00,-7.83148E-06
4,3,5,-1,41,0,6.176734430329937,0.0,7.05838E-04,-1.17257E-18,0.00000E+00,0.00000E+00,0.00000E+00,-1.16781E-05
5,4,6,-1,46,0,0.0,0.0,6.76111E-04,-8.26378E-05,0.00000E+00,0.00000E+00,0.00000E+00,-7.83148E-06
6,5,7,-1,48,0,0.0,0.0,6.69031E-04,-1.59385E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.23247E-06
7,6,-1,-1,8,0,0.0,0.0,6.68317E-04,-2.41267E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.27117E-06
8,48,-1,7,9,0,0.0,0.0,5.83899E-04,-2.40671E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.43461E-06
9,49,-1,8,10,0,0.0,0.0,4.95630E-04,-2.36591E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.49287E-06
10,43,-1,9,11,0,0.0,0.0,4.07047E-04,-2.26076E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.42596E-06
11,45,-1,10,12,0,0.0,0.0,3.22720E-04,-2.09073E-04,0.00000E+00,0.00000E+00,0.00000E+00,-7.84497E-06
12,33,-1,11,13,0,0.0,0.0,2.45326E-04,-1.87003E-04,0.00000E+00,0.00000E+00,0.00000E+00,-7.07622E-06
13,69,-1,12,14,0,0.0,0.0,1.76216E-04,-1.60046E-04,0.00000E+00,0.00000E+00,0.00000E+00,-6.17116E-06
