Elementos,Nodo_1,Nodo_2,Nodo_3,Nodo_4,Desplazamiento(x1),Desplazamiento(y1),Desplazamiento(x2),Desplazamiento(y2),Desplazamiento(x3),Desplazamiento(y3),Desplazamiento(x4),Desplazamiento(y4),Tensiones(VON),Tensiones(XX1),Tensiones(XX2),Tensiones(YY1),Tensiones(YY2),Tensiones(XY1),Tensiones(XY2),Deformaciones(VON),Deformacones(XX1),Deformaciones(XX2),Deformaciones(YY1),Deformaciones(YY2),Deformaciones(XY1),Deformaciones(XY2)
78,39,42,44,38,3.67329E-04,-8.91581E-19,3.68226E-04,-6.52343E-05,2.89549E-04,-5.96133E-05,2.88502E-04,-7.97895E-19,2.36097E-01,2.97405E-03,2.97405E-03,-5.81282E-02,-5.81282E-02,-1.31885E-01,-1.31885E-01,9.69637E-07,9.72024E-08,9.72024E-08,-2.81049E-07,-2.81049E-07,-1.63286E-06,-1.63286E-06
79,38,44,34,35,2.88502E-04,-7.97895E-19,2.89549E-04,-5.96133E-05,2.16613E-04,-5.27883E-05,2.15498E-04,-7.15401E-19,2.45373E-01,1.32405E-03,1.32405E-03,-7.12662E-02,-7.12662E-02,-1.35441E-01,-1.35441E-01,1.00532E-06,1.08114E-07,1.08114E-07,-3.41254E-07,-3.41254E-07,-1.67689E-06,-1.67689E-06
80,11,45,43,10,2.96856E-04,-1.92317E-04,2.92337E-04,-1.22572E-04,3.70771E-04,-1.33142E-04,3.74424E-04,-2.07957E-04,2.87306E-01,3.56578E-03,3.56578E-03,-2.74131E-01,-2.74131E-01,-4.62141E-02,-4.62141E-02,1.08838E-06,4.08595E-07,4.08595E-07,-1.31048E-06,-1.31048E-06,-5.72175E-07,-5.72175E-07
81,45,44,42,43,2.92337E-04,-1.22572E-04,2.89549E-04,-5.96133E-05,3.68226E-04,-6.52343E-05,3.70771E-04,-1.33142E-04,2.50992E-01,5.48807E-03,5.48807E-03,-1.68357E-01,-1.68357E-01,-1.05985E-01,-1.05985E-01,9.96375E-07,2.66644E-07,2.66644E-07,-8.09542E-07,-8.09542E-07,-1.31220E-06,-1.31220E-06
82,12,33,45,11,2.25664E-04,-1.72015E-04,2.20032E-04,-1.09062E-04,2.92337E-04,-1.22572E-04,2.96856E-04,-1.92317E-04,3.62984E-01,7.67623E-05,7.67623E-05,-3.54998E-01,-3.54998E-01,-4.36133E-02,-4.36133E-02,1.36500E-06,5.07505E-07,5.07505E-07,-1.69058E-06,-1.69058E-06,-5.39974E-07,-5.39974E-07
83,33,34,44,45,2.20032E-04,-1.09062E-04,2.16613E-04,-5.27883E-05,2.89549E-04,-5.96133E-05,2.92337E-04,-1.22572E-04,2.80697E-01,1.23145E-03,1.23145E-03,-2.13150E-01,-2.13150E-01,-1.05030E-01,-1.05030E-01,1.09827E-06,3.10364E-07,3.10364E-07,-1.01676E-06,-1.01676E-06,-1.30037E-06,-1.30037E-06
84,4,5,46,41,6.49268E-04,-1.07859E-18,6.21924E-04,-7.60147E-05,5.39155E-04,-7.60230E-05,5.34605E-04,-9.74046E-19,3.94286E-01,-2.62980E-01,-2.62980E-01,-7.88063E-02,-7.88063E-02,-1.83318E-01,-1.83318E-01,1.51480E-06,-1.13971E-06,-1.13971E-06,4.17606E-10,4.17606E-10,-2.26966E-06,-2.26966E-06
85,41,46,47,40,5.34605E-04,-9.74046E-19,5.39155E-04,-7.60230E-05,4.50939E-04,-7.00082E-05,4.50157E-04,-9.34092E-19,2.02563E-01,4.07042E-02,4.07042E-02,-5.09445E-02,-5.09445E-02,-1.07558E-01,-1.07558E-01,8.35785E-07,2.66607E-07,2.66607E-07,-3.00742E-07,-3.00742E-07,-1.33167E-06,-1.33167E-06
86,40,47,42,39,4.50157E-04,-9.34092E-19,4.50939E-04,-7.00082E-05,3.68226E-04,-6.52343E-05,3.67329E-04,-8.91581E-19,2.17923E-01,2.85083E-03,2.85083E-03,-4.92701E-02,-4.92701E-02,-1.22358E-01,-1.22358E-01,8.95735E-07,8.39613E-08,8.39613E-08,-2.38692E-07,-2.38692E-07,-1.51490E-06,-1.51490E-06
87,8,48,6,7,5.37102E-04,-2.21382E-04,5.37508E-04,-1.45865E-04,6.15411E-04,-1.46611E-04,6.14754E-04,-2.21931E-04,3.74830E-02,-1.67420E-02,-1.67420E-02,-1.86169E-02,-1.86169E-02,-1.90594E-02,-1.90594E-02,1.41949E-07,-5.31282E-08,-5.31282E-08,-6.47349E-08,-6.47349E-08,-2.35973E-07,-2.35973E-07
