Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,-1.06308E-03,-3.83778E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.31567E-05
2,1,3,-1,54,0,0.0,0.0,-1.06421E-03,-2.53530E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.30952E-05
3,2,4,-1,56,0,0.0,0.0,-1.07547E-03,-1.31450E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.24573E-05
4,3,5,-1,41,0,-9.825182254392288,0.0,-1.12276E-03,1.86518E-18,0.00000E+00,0.00000E+00,0.00000E+00,1.85760E-05
5,4,6,-1,46,0,0.0,0.0,-1.07547E-03,1.31450E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.24573E-05
6,5,7,-1,48,0,0.0,0.0,-1.06421E-03,2.53530E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.30952E-05
7,6,-1,-1,8,0,0.0,0.0,-1.06308E-03,3.83778E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.31567E-05
8,48,-1,7,9,0,0.0,0.0,-9.28794E-04,3.82829E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.34167E-05
9,49,-1,8,10,0,0.0,0.0,-7.88387E-04,3.76340E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.35094E-05
10,43,-1,9,11,0,0.0,0.0,-6.47481E-04,3.59613E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.34030E-05
11,45,-1,10,12,0,0.0,0.0,-5.13343E-04,3.32568E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.24788E-05
12,33,-1,11,13,0,0.0,0.0,-3.90234E-04,2.97461E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.12560E-05
13,69,-1,12,14,0,0.0,0.0,-2.80302E-04,2.54582E-04,0.00000E+00,0.00000E+00,0.00000E+00,9.81632E-06
14,67,-1,13,15,0,0.0,0.0,-1.85833E-04,2.04115E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.23027E-06
15,63,-1,14,16,0,0.0,0.0,-1.09279E-04,1.46312E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.06715E-06
16,65,-1,15,17,0,0.0,0.0,-5.11553E-05,8.11765E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.51105E-06
17,18,-1,16,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
18,19,17,65,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
19,20,18,64,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
20,21,19,58,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
21,22,20,73,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
22,23,21,72,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
23,-1,22,24,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
24,-1,72,25,23,0,0.0,0.0,-5.11553E-05,-8.11765E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.51105E-06
25,-1,70,26,24,0,0.0,0.0,-1.09279E-04,-1.46312E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.06715E-06
26,-1,75,27,25,0,0.0,0.0,-1.85833E-04,-2.04115E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.23027E-06
27,-1,74,28,26,0,0.0,0.0,-2.80302E-04,-2.54582E-04,0.00000E+00,0.00000E+00,0.00000E+00,9.81632E-06
28,-1,37,29,27,0,0.0,0.0,-3.90234E-04,-2.97461E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.12560E-05
29,-1,52,30,28,0,0.0,0.0,-5.13343E-04,-3.32568E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.24788E-05
30,-1,50,31,29,0,0.0,0.0,-6.47481E-04,-3.59613E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.34030E-05
31,-1,55,32,30,0,0.0,0.0,-7.88387E-04,-3.76340E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.35094E-05
32,-1,54,1,31,0,0.0,0.0,-9.28794E-04,-3.82829E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.34167E-05
33,34,12,45,69,0,0.0,0.0,-3.80495E-04,1.88598E-04,0.00000E+00,0.00000E+00,0.00000E+00,1.11303E-05
