Elementos,Nodo_1,Nodo_2,Nodo_3,Nodo_4,Desplazamiento(x1),Desplazamiento(y1),Desplazamiento(x2),Desplazamiento(y2),Desplazamiento(x3),Desplazamiento(y3),Desplazamiento(x4),Desplazamiento(y4),Tensiones(VON),Tensiones(XX1),Tensiones(XX2),Tensiones(YY1),Tensiones(YY2),Tensiones(XY1),Tensiones(XY2),Deformaciones(VON),Deformacones(XX1),Deformaciones(XX2),Deformaciones(YY1),Deformaciones(YY2),Deformaciones(XY1),Deformaciones(XY2)
78,39,42,44,38,-4.43597E-04,1.11706E-18,-4.44681E-04,7.87788E-05,-3.49667E-04,7.19908E-05,-3.48403E-04,1.00031E-18,2.85117E-01,-3.59155E-03,-3.59155E-03,7.01972E-02,7.01972E-02,1.59268E-01,1.59268E-01,1.17096E-06,-1.17384E-07,-1.17384E-07,3.39403E-07,3.39403E-07,1.97189E-06,1.97189E-06
79,38,44,34,35,-3.48403E-04,1.00031E-18,-3.49667E-04,7.19908E-05,-2.61588E-04,6.37486E-05,-2.60241E-04,8.97174E-19,2.96319E-01,-1.59896E-03,-1.59896E-03,8.60631E-02,8.60631E-02,1.63563E-01,1.63563E-01,1.21405E-06,-1.30561E-07,-1.30561E-07,4.12108E-07,4.12108E-07,2.02506E-06,2.02506E-06
80,11,45,43,10,-3.58491E-04,2.32247E-04,-3.53035E-04,1.48022E-04,-4.47753E-04,1.60786E-04,-4.52165E-04,2.51134E-04,3.46960E-01,-4.30614E-03,-4.30614E-03,3.31048E-01,3.31048E-01,5.58095E-02,5.58095E-02,1.31436E-06,-4.93431E-07,-4.93431E-07,1.58257E-06,1.58257E-06,6.90975E-07,6.90975E-07
81,45,44,42,43,-3.53035E-04,1.48022E-04,-3.49667E-04,7.19908E-05,-4.44681E-04,7.87788E-05,-4.47753E-04,1.60786E-04,3.03105E-01,-6.62755E-03,-6.62755E-03,2.03313E-01,2.03313E-01,1.27991E-01,1.27991E-01,1.20325E-06,-3.22007E-07,-3.22007E-07,9.77626E-07,9.77626E-07,1.58465E-06,1.58465E-06
82,12,33,45,11,-2.72518E-04,2.07731E-04,-2.65717E-04,1.31707E-04,-3.53035E-04,1.48022E-04,-3.58491E-04,2.32247E-04,4.38349E-01,-9.27004E-05,-9.27004E-05,4.28706E-01,4.28706E-01,5.26686E-02,5.26686E-02,1.64841E-06,-6.12878E-07,-6.12878E-07,2.04159E-06,2.04159E-06,6.52088E-07,6.52088E-07
83,33,34,44,45,-2.65717E-04,1.31707E-04,-2.61588E-04,6.37486E-05,-3.49667E-04,7.19908E-05,-3.53035E-04,1.48022E-04,3.38978E-01,-1.48713E-03,-1.48713E-03,2.57406E-01,2.57406E-01,1.26837E-01,1.26837E-01,1.32630E-06,-3.74805E-07,-3.74805E-07,1.22787E-06,1.22787E-06,1.57037E-06,1.57037E-06
84,4,5,46,41,-7.84074E-04,1.30254E-18,-7.51053E-04,9.17975E-05,-6.51099E-04,9.18076E-05,-6.45605E-04,1.17629E-18,4.76151E-01,3.17582E-01,3.17582E-01,9.51688E-02,9.51688E-02,2.21380E-01,2.21380E-01,1.82932E-06,1.37634E-06,1.37634E-06,-5.04313E-10,-5.04313E-10,2.74090E-06,2.74090E-06
85,41,46,47,40,-6.45605E-04,1.17629E-18,-6.51099E-04,9.18076E-05,-5.44567E-04,8.45439E-05,-5.43622E-04,1.12804E-18,2.44621E-01,-4.91556E-02,-4.91556E-02,6.15220E-02,6.15220E-02,1.29890E-01,1.29890E-01,1.00932E-06,-3.21963E-07,-3.21963E-07,3.63184E-07,3.63184E-07,1.60816E-06,1.60816E-06
86,40,47,42,39,-5.43622E-04,1.12804E-18,-5.44567E-04,8.45439E-05,-4.44681E-04,7.87788E-05,-4.43597E-04,1.11706E-18,2.63170E-01,-3.44274E-03,-3.44274E-03,5.95000E-02,5.95000E-02,1.47763E-01,1.47763E-01,1.08171E-06,-1.01394E-07,-1.01394E-07,2.88252E-07,2.88252E-07,1.82944E-06,1.82944E-06
87,8,48,6,7,-6.48619E-04,2.67347E-04,-6.49110E-04,1.76151E-04,-7.43187E-04,1.77052E-04,-7.42395E-04,2.68010E-04,4.52656E-02,2.02181E-02,2.02181E-02,2.24823E-02,2.24823E-02,2.30166E-02,2.30166E-02,1.71422E-07,6.41592E-08,6.41592E-08,7.81757E-08,7.81757E-08,2.84968E-07,2.84968E-07
88,48,46,5,6,-6.49110E-04,1.76151E-04,-6.51099E-04,9.18076E-05,-7.51053E-04,9.17975E-05,-7.43187E-04,1.77052E-04,1.99084E-01,1.16791E-01,1.16791E-01,4.43895E-02,4.43895E-02,9.86716E-02,9.86716E-02,7.72340E-07,4.92735E-07,4.92735E-07,4.45342E-08,4.45342E-08,1.22165E-06,1.22165E-06
89,10,43,49,9,-4.52165E-04,2.51134E-04,-4.47753E-04,1.60786E-04,-5.48104E-04,1.70852E-04,-5.50566E-04,2.62815E-04,2.56409E-01,-4.04967E-03,-4.04967E-03,2.27123E-01,2.27123E-01,6.63946E-02,6.63946E-02,9.84546E-07,-3.43745E-07,-3.43745E-07,1.08732E-06,1.08732E-06,8.22029E-07,8.22029E-07
90,9,49,48,8,-5.50566E-04,2.62815E-04,-5.48104E-04,1.70852E-04,-6.49110E-04,1.76151E-04,-6.48619E-04,2.67347E-04,1.50531E-01,1.12729E-02,1.12729E-02,1.06605E-01,1.06605E-01,6.42121E-02,6.42121E-02,5.86453E-07,-9.86132E-08,-9.86132E-08,4.91541E-07,4.91541E-07,7.95007E-07,7.95007E-07
91,43,42,47,49,-4.47753E-04,1.60786E-04,-4.44681E-04,7.87788E-05,-5.44567E-04,8.45439E-05,-5.48104E-04,1.70852E-04,2.81558E-01,-2.14646E-02,-2.14646E-02,1.59782E-01,1.59782E-01,1.28911E-01,1.28911E-01,1.13682E-06,-3.30472E-07,-3.30472E-07,7.91530E-07,7.91530E-07,1.59605E-06,1.59605E-06
92,49,47,46,48,-5.48104E-04,1.70852E-04,-5.44567E-04,8.45439E-05,-6.51099E-04,9.18076E-05,-6.49110E-04,1.76151E-04,2.88340E-01,2.56329E-02,2.56329E-02,1.39599E-01,1.39599E-01,1.48967E-01,1.48967E-01,1.15477E-06,-7.73651E-08,-7.73651E-08,6.28137E-07,6.28137E-07,1.84435E-06,1.84435E-06
93,30,50,52,29,-4.52165E-04,-2.51134E-04,-4.47753E-04,-1.60786E-04,-3.53035E-04,-1.48022E-04,-3.58491E-04,-2.32247E-04,3.46960E-01,4.30614E-03,4.30614E-03,-3.31048E-01,-3.31048E-01,5.58095E-02,5.58095E-02,1.31436E-06,4.93431E-07,4.93431E-07,-1.58257E-06,-1.58257E-06,6.90975E-07,6.90975E-07
94,29,52,37,28,-3.58491E-04,-2.32247E-04,-3.53035E-04,-1.48022E-04,-2.65717E-04,-1.31707E-04,-2.72518E-04,-2.07731E-04,4.38349E-01,9.27004E-05,9.27004E-05,-4.28706E-01,-4.28706E-01,5.26686E-02,5.26686E-02,1.64841E-06,6.12878E-07,6.12878E-07,-2.04159E-06,-2.04159E-06,6.52088E-07,6.52088E-07
95,38,53,51,39,-3.48403E-04,1.00031E-18,-3.49667E-04,-7.19908E-05,-4.44681E-04,-7.87788E-05,-4.43597E-04,1.11706E-18,3.03105E-01,6.62755E-03,6.62755E-03,-2.03313E-01,-2.03313E-01,1.27991E-01,1.27991E-01,1.20325E-06,3.22007E-07,3.22007E-07,-9.77626E-07,-9.77626E-07,1.58465E-06,1.58465E-06
96,53,52,50,51,-3.49667E-04,-7.19908E-05,-3.53035E-04,-1.48022E-04,-4.47753E-04,-1.60786E-04,-4.44681E-04,-7.87788E-05,3.38978E-01,1.48713E-03,1.48713E-03,-2.57406E-01,-2.57406E-01,1.26837E-01,1.26837E-01,1.32630E-06,3.74805E-07,3.74805E-07,-1.22787E-06,-1.22787E-06,1.57037E-06,1.57037E-06
97,35,36,53,38,-2.60241E-04,8.97174E-19,-2.61588E-04,-6.37486E-05,-3.49667E-04,-7.19908E-05,-3.48403E-04,1.00031E-18,2.85117E-01,3.59155E-03,3.59155E-03,-7.01972E-02,-7.01972E-02,1.59268E-01,1.59268E-01,1.17096E-06,1.17384E-07,1.17384E-07,-3.39403E-07,-3.39403E-07,1.97189E-06,1.97189E-06
98,36,37,52,53,-2.61588E-04,-6.37486E-05,-2.65717E-04,-1.31707E-04,-3.53035E-04,-1.48022E-04,-3.49667E-04,-7.19908E-05,2.96319E-01,1.59896E-03,1.59896E-03,-8.60631E-02,-8.60631E-02,1.63563E-01,1.63563E-01,1.21405E-06,1.30561E-07,1.30561E-07,-4.12108E-07,-4.12108E-07,2.02506E-06,2.02506E-06
99,1,2,54,32,-7.42395E-04,-2.68010E-04,-7.43187E-04,-1.77052E-04,-6.49110E-04,-1.76151E-04,-6.48619E-04,-2.67347E-04,4.52656E-02,-2.02181E-02,-2.02181E-02,-2.24823E-02,-2.24823E-02,2.30166E-02,2.30166E-02,1.71422E-07,-6.41592E-08,-6.41592E-08,-7.81757E-08,-7.81757E-08,2.84968E-07,2.84968E-07
100,32,54,55,31,-6.48619E-04,-2.67347E-04,-6.49110E-04,-1.76151E-04,-5.48104E-04,-1.70852E-04,-5.50566E-04,-2.62815E-04,1.50531E-01,-1.12729E-02,-1.12729E-02,-1.06605E-01,-1.06605E-01,6.42121E-02,6.42121E-02,5.86453E-07,9.86132E-08,9.86132E-08,-4.91541E-07,-4.91541E-07,7.95007E-07,7.95007E-07
101,31,55,50,30,-5.50566E-04,-2.62815E-04,-5.48104E-04,-1.70852E-04,-4.47753E-04,-1.60786E-04,-4.52165E-04,-2.51134E-04,2.56409E-01,4.04967E-03,4.04967E-03,-2.27123E-01,-2.27123E-01,6.63946E-02,6.63946E-02,9.84546E-07,3.43745E-07,3.43745E-07,-1.08732E-06,-1.08732E-06,8.22029E-07,8.22029E-07
102,41,56,3,4,-6.45605E-04,1.17629E-18,-6.51099E-04,-9.18076E-05,-7.51053E-04,-9.17975E-05,-7.84074E-04,1.30254E-18,4.76151E-01,-3.17582E-01,-3.17582E-01,-9.51688E-02,-9.51688E-02,2.21380E-01,2.21380E-01,1.82932E-06,-1.37634E-06,-1.37634E-06,5.04313E-10,5.04313E-10,2.74090E-06,2.74090E-06
103,56,54,2,3,-6.51099E-04,-9.18076E-05,-6.49110E-04,-1.76151E-04,-7.43187E-04,-1.77052E-04,-7.51053E-04,-9.17975E-05,1.99084E-01,-1.16791E-01,-1.16791E-01,-4.43895E-02,-4.43895E-02,9.86716E-02,9.86716E-02,7.72340E-07,-4.92735E-07,-4.92735E-07,-4.45342E-08,-4.45342E-08,1.22165E-06,1.22165E-06
104,39,51,57,40,-4.43597E-04,1.11706E-18,-4.44681E-04,-7.87788E-05,-5.44567E-04,-8.45439E-05,-5.43622E-04,1.12804E-18,2.63170E-01,3.44274E-03,3.44274E-03,-5.95000E-02,-5.95000E-02,1.47763E-01,1.47763E-01,1.08171E-06,1.01394E-07,1.01394E-07,-2.88252E-07,-2.88252E-07,1.82944E-06,1.82944E-06
105,40,57,56,41,-5.43622E-04,1.12804E-18,-5.44567E-04,-8.45439E-05,-6.51099E-04,-9.18076E-05,-6.45605E-04,1.17629E-18,2.44621E-01,4.91556E-02,4.91556E-02,-6.15220E-02,-6.15220E-02,1.29890E-01,1.29890E-01,1.00932E-06,3.21963E-07,3.21963E-07,-3.63184E-07,-3.63184E-07,1.60816E-06,1.60816E-06
106,51,50,55,57,-4.44681E-04,-7.87788E-05,-4.47753E-04,-1.60786E-04,-5.48104E-04,-1.70852E-04,-5.44567E-04,-8.45439E-05,2.81558E-01,2.14646E-02,2.14646E-02,-1.59782E-01,-1.59782E-01,1.28911E-01,1.28911E-01,1.13682E-06,3.30472E-07,3.30472E-07,-7.91530E-07,-7.91530E-07,1.59605E-06,1.59605E-06
