Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,-3.66444E-05,-1.32289E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.53515E-07
2,1,3,-1,54,0,0.0,0.0,-3.66835E-05,-8.73923E-06,0.00000E+00,0.00000E+00,0.00000E+00,4.51394E-07
3,2,4,-1,56,0,0.0,0.0,-3.70718E-05,-4.53110E-06,0.00000E+00,0.00000E+00,0.00000E+00,4.29407E-07
4,3,5,-1,41,0,-0.33867572317337746,0.0,-3.87017E-05,6.42931E-20,0.00000E+00,0.00000E+00,0.00000E+00,6.40318E-07
5,4,6,-1,46,0,0.0,0.0,-3.70718E-05,4.53110E-06,0.00000E+00,0.00000E+00,0.00000E+00,4.29407E-07
6,5,7,-1,48,0,0.0,0.0,-3.66835E-05,8.73923E-06,0.00000E+00,0.00000E+00,0.00000E+00,4.51394E-07
7,6,-1,-1,8,0,0.0,0.0,-3.66444E-05,1.32289E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.53515E-07
8,48,-1,7,9,0,0.0,0.0,-3.20157E-05,1.31962E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.62477E-07
9,49,-1,8,10,0,0.0,0.0,-2.71758E-05,1.29725E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.65671E-07
10,43,-1,9,11,0,0.0,0.0,-2.23188E-05,1.23959E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.62003E-07
11,45,-1,10,12,0,0.0,0.0,-1.76950E-05,1.14637E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.30147E-07
12,33,-1,11,13,0,0.0,0.0,-1.34514E-05,1.02535E-05,0.00000E+00,0.00000E+00,0.00000E+00,3.87996E-07
13,69,-1,12,14,0,0.0,0.0,-9.66207E-06,8.77548E-06,0.00000E+00,0.00000E+00,0.00000E+00,3.38370E-07
14,67,-1,13,15,0,0.0,0.0,-6.40571E-06,7.03589E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.83699E-07
15,63,-1,14,16,0,0.0,0.0,-3.76687E-06,5.04342E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.09136E-07
16,65,-1,15,17,0,0.0,0.0,-1.76333E-06,2.79817E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.89967E-07
17,18,-1,16,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
18,19,17,65,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
19,20,18,64,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
20,21,19,58,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
21,22,20,73,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
22,23,21,72,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
23,-1,22,24,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
24,-1,72,25,23,0,0.0,0.0,-1.76333E-06,-2.79817E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.89967E-07
25,-1,70,26,24,0,0.0,0.0,-3.76687E-06,-5.04342E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.09136E-07
26,-1,75,27,25,0,0.0,0.0,-6.40571E-06,-7.03589E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.83699E-07
27,-1,74,28,26,0,0.0,0.0,-9.66207E-06,-8.77548E-06,0.00000E+00,0.00000E+00,0.00000E+00,3.38370E-07
28,-1,37,29,27,0,0.0,0.0,-1.34514E-05,-1.02535E-05,0.00000E+00,0.00000E+00,0.00000E+00,3.87996E-07
29,-1,52,30,28,0,0.0,0.0,-1.76950E-05,-1.14637E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.30147E-07
30,-1,50,31,29,0,0.0,0.0,-2.23188E-05,-1.23959E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.62003E-07
31,-1,55,32,30,0,0.0,0.0,-2.71758E-05,-1.29725E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.65671E-07
32,-1,54,1,31,0,0.0,0.0,-3.20157E-05,-1.31962E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.62477E-07
33,34,12,45,69,0,0.0,0.0,-1.31157E-05,6.50101E-06,0.00000E+00,0.00000E+00,0.00000E+00,3.83663E-07
34,35,33,44,68,0,0.0,0.0,-1.29119E-05,3.14662E-06,0.00000E+00,0.00000E+00,0.00000E+00,3.69809E-07
35,36,34,38,61,0,0.0,0.0,-1.28454E-05,4.43694E-20,0.00000E+00,0.00000E+00,0.00000E+00,3.65424E-07
36,37,35,53,76,0,0.0,0.0,-1.29119E-05,-3.14662E-06,0.00000E+00,0.00000E+00,0.00000E+00,3.69809E-07
37,28,36,52,74,0,0.0,0.0,-1.31157E-05,-6.50101E-06,0.00000E+00,0.00000E+00,0.00000E+00,3.83663E-07
38,53,44,39,35,0,0.0,0.0,-1.71971E-05,4.94610E-20,0.00000E+00,0.00000E+00,0.00000E+00,4.03166E-07
