Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,-5.03076E-04,-1.81614E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.22612E-06
2,1,3,-1,54,0,0.0,0.0,-5.03613E-04,-1.19977E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.19699E-06
3,2,4,-1,56,0,0.0,0.0,-5.08943E-04,-6.22056E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.89515E-06
4,3,5,-1,41,0,-4.6495383892782405,0.0,-5.31320E-04,8.82653E-19,0.00000E+00,0.00000E+00,0.00000E+00,8.79066E-06
5,4,6,-1,46,0,0.0,0.0,-5.08943E-04,6.22056E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.89515E-06
6,5,7,-1,48,0,0.0,0.0,-5.03613E-04,1.19977E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.19699E-06
7,6,-1,-1,8,0,0.0,0.0,-5.03076E-04,1.81614E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.22612E-06
8,48,-1,7,9,0,0.0,0.0,-4.39530E-04,1.81165E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.34915E-06
9,49,-1,8,10,0,0.0,0.0,-3.73086E-04,1.78094E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.39301E-06
10,43,-1,9,11,0,0.0,0.0,-3.06405E-04,1.70178E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.34265E-06
11,45,-1,10,12,0,0.0,0.0,-2.42928E-04,1.57380E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.90531E-06
12,33,-1,11,13,0,0.0,0.0,-1.84669E-04,1.40767E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.32663E-06
13,69,-1,12,14,0,0.0,0.0,-1.32647E-04,1.20475E-04,0.00000E+00,0.00000E+00,0.00000E+00,4.64534E-06
