Elementos,Nodo_1,Nodo_2,Nodo_3,Nodo_4,Desplazamiento(x1),Desplazamiento(y1),Desplazamiento(x2),Desplazamiento(y2),Desplazamiento(x3),Desplazamiento(y3),Desplazamiento(x4),Desplazamiento(y4),Tensiones(VON),Tensiones(XX1),Tensiones(XX2),Tensiones(YY1),Tensiones(YY2),Tensiones(XY1),Tensiones(XY2),Deformaciones(VON),Deformacones(XX1),Deformaciones(XX2),Deformaciones(YY1),Deformaciones(YY2),Deformaciones(XY1),Deformaciones(XY2)
78,39,42,44,38,5.68133E-04,-1.40752E-18,5.69521E-04,-1.00895E-04,4.47833E-04,-9.22015E-05,4.46214E-04,-1.26063E-18,3.65161E-01,4.59984E-03,4.59984E-03,-8.99045E-02,-8.99045E-02,-2.03981E-01,-2.03981E-01,1.49970E-06,1.50339E-07,1.50339E-07,-4.34688E-07,-4.34688E-07,-2.52548E-06,-2.52548E-06
79,38,44,34,35,4.46214E-04,-1.26063E-18,4.47833E-04,-9.22015E-05,3.35027E-04,-8.16454E-05,3.33302E-04,-1.13493E-18,3.79508E-01,2.04785E-03,2.04785E-03,-1.10225E-01,-1.10225E-01,-2.09481E-01,-2.09481E-01,1.55489E-06,1.67215E-07,1.67215E-07,-5.27804E-07,-5.27804E-07,-2.59358E-06,-2.59358E-06
80,11,45,43,10,4.59134E-04,-2.97449E-04,4.52146E-04,-1.89578E-04,5.73456E-04,-2.05926E-04,5.79107E-04,-3.21638E-04,4.44365E-01,5.51505E-03,5.51505E-03,-4.23987E-01,-4.23987E-01,-7.14775E-02,-7.14775E-02,1.68336E-06,6.31957E-07,6.31957E-07,-2.02686E-06,-2.02686E-06,-8.84960E-07,-8.84960E-07
81,45,44,42,43,4.52146E-04,-1.89578E-04,4.47833E-04,-9.22015E-05,5.69521E-04,-1.00895E-04,5.73456E-04,-2.05926E-04,3.88199E-01,8.48818E-03,8.48818E-03,-2.60392E-01,-2.60392E-01,-1.63923E-01,-1.63923E-01,1.54105E-06,4.12408E-07,4.12408E-07,-1.25209E-06,-1.25209E-06,-2.02953E-06,-2.02953E-06
82,12,33,45,11,3.49025E-04,-2.66049E-04,3.40315E-04,-1.68682E-04,4.52146E-04,-1.89578E-04,4.59134E-04,-2.97449E-04,5.61412E-01,1.18725E-04,1.18725E-04,-5.49061E-01,-5.49061E-01,-6.74549E-02,-6.74549E-02,2.11119E-06,7.84938E-07,7.84938E-07,-2.61475E-06,-2.61475E-06,-8.35156E-07,-8.35156E-07
83,33,34,44,45,3.40315E-04,-1.68682E-04,3.35027E-04,-8.16454E-05,4.47833E-04,-9.22015E-05,4.52146E-04,-1.89578E-04,4.34143E-01,1.90463E-03,1.90463E-03,-3.29671E-01,-3.29671E-01,-1.62446E-01,-1.62446E-01,1.69864E-06,4.80028E-07,4.80028E-07,-1.57258E-06,-1.57258E-06,-2.01124E-06,-2.01124E-06
84,4,5,46,41,1.00420E-03,-1.66822E-18,9.61904E-04,-1.17569E-04,8.33890E-04,-1.17582E-04,8.26852E-04,-1.50652E-18,6.09826E-01,-4.06741E-01,-4.06741E-01,-1.21887E-01,-1.21887E-01,-2.83531E-01,-2.83531E-01,2.34288E-06,-1.76274E-06,-1.76274E-06,6.45895E-10,6.45895E-10,-3.51038E-06,-3.51038E-06
85,41,46,47,40,8.26852E-04,-1.50652E-18,8.33890E-04,-1.17582E-04,6.97449E-04,-1.08279E-04,6.96239E-04,-1.44472E-18,3.13296E-01,6.29555E-02,6.29555E-02,-7.87937E-02,-7.87937E-02,-1.66355E-01,-1.66355E-01,1.29268E-06,4.12351E-07,4.12351E-07,-4.65145E-07,-4.65145E-07,-2.05964E-06,-2.05964E-06
86,40,47,42,39,6.96239E-04,-1.44472E-18,6.97449E-04,-1.08279E-04,5.69521E-04,-1.00895E-04,5.68133E-04,-1.40752E-18,3.37052E-01,4.40926E-03,4.40926E-03,-7.62041E-02,-7.62041E-02,-1.89246E-01,-1.89246E-01,1.38540E-06,1.29859E-07,1.29859E-07,-3.69176E-07,-3.69176E-07,-2.34304E-06,-2.34304E-06
87,8,48,6,7,8.30713E-04,-3.42402E-04,8.31342E-04,-2.25604E-04,9.51831E-04,-2.26758E-04,9.50815E-04,-3.43251E-04,5.79735E-02,-2.58942E-02,-2.58942E-02,-2.87940E-02,-2.87940E-02,-2.94783E-02,-2.94783E-02,2.19547E-07,-8.21713E-08,-8.21713E-08,-1.00123E-07,-1.00123E-07,-3.64970E-07,-3.64970E-07
