Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,-4.82072E-04,-1.74031E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.96617E-06
2,1,3,-1,54,0,0.0,0.0,-4.82587E-04,-1.14968E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.93826E-06
3,2,4,-1,56,0,0.0,0.0,-4.87694E-04,-5.96084E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.64902E-06
4,3,5,-1,41,0,-4.455412771183589,0.0,-5.09136E-04,8.45801E-19,0.00000E+00,0.00000E+00,0.00000E+00,8.42364E-06
5,4,6,-1,46,0,0.0,0.0,-4.87694E-04,5.96084E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.64902E-06
6,5,7,-1,48,0,0.0,0.0,-4.82587E-04,1.14968E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.93826E-06
7,6,-1,-1,8,0,0.0,0.0,-4.82072E-04,1.74031E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.96617E-06
8,48,-1,7,9,0,0.0,0.0,-4.21179E-04,1.73601E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.08407E-06
9,49,-1,8,10,0,0.0,0.0,-3.57509E-04,1.70658E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.12609E-06
10,43,-1,9,11,0,0.0,0.0,-2.93612E-04,1.63073E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.07783E-06
11,45,-1,10,12,0,0.0,0.0,-2.32785E-04,1.50809E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.65875E-06
12,33,-1,11,13,0,0.0,0.0,-1.76959E-04,1.34889E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.10423E-06
13,69,-1,12,14,0,0.0,0.0,-1.27108E-04,1.15445E-04,0.00000E+00,0.00000E+00,0.00000E+00,4.45139E-06
14,67,-1,13,15,0,0.0,0.0,-8.42696E-05,9.25599E-05,0.00000E+00,0.00000E+00,0.00000E+00,3.73217E-06
15,63,-1,14,16,0,0.0,0.0,-4.95547E-05,6.63481E-05,0.00000E+00,0.00000E+00,0.00000E+00,2.75126E-06
16,65,-1,15,17,0,0.0,0.0,-2.31973E-05,3.68110E-05,0.00000E+00,0.00000E+00,0.00000E+00,2.49909E-06
17,18,-1,16,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
18,19,17,65,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
19,20,18,64,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
20,21,19,58,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
21,22,20,73,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
22,23,21,72,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
23,-1,22,24,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
24,-1,72,25,23,0,0.0,0.0,-2.31973E-05,-3.68110E-05,0.00000E+00,0.00000E+00,0.00000E+00,2.49909E-06
25,-1,70,26,24,0,0.0,0.0,-4.95547E-05,-6.63481E-05,0.00000E+00,0.00000E+00,0.00000E+00,2.75126E-06
26,-1,75,27,25,0,0.0,0.0,-8.42696E-05,-9.25599E-05,0.00000E+00,0.00000E+00,0.00000E+00,3.73217E-06
27,-1,74,28,26,0,0.0,0.0,-1.27108E-04,-1.15445E-04,0.00000E+00,0.00000E+00,0.00000E+00,4.45139E-06
28,-1,37,29,27,0,0.0,0.0,-1.76959E-04,-1.34889E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.10423E-06
29,-1,52,30,28,0,0.0,0.0,-2.32785E-04,-1.50809E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.65875E-06
30,-1,50,31,29,0,0.0,0.0,-2.93612E-04,-1.63073E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.07783E-06
31,-1,55,32,30,0,0.0,0.0,-3.57509E-04,-1.70658E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.12609E-06
32,-1,54,1,31,0,0.0,0.0,-4.21179E-04,-1.73601E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.08407E-06
33,34,12,45,69,0,0.0,0.0,-1.72542E-04,8.55234E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.04724E-06
34,35,33,44,68,0,0.0,0.0,-1.69862E-04,4.13950E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.86499E-06
35,36,34,38,61,0,0.0,0.0,-1.68987E-04,5.76942E-19,0.00000E+00,0.00000E+00,0.00000E+00,4.80729E-06
36,37,35,53,76,0,0.0,0.0,-1.69862E-04,-4.13950E-05,0.00000E+00,0.00000E+00,0.00000E+00,4.86499E-06
37,28,36,52,74,0,0.0,0.0,-1.72542E-04,-8.55234E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.04724E-06
38,53,44,39,35,0,0.0,0.0,-2.26234E-04,6.35154E-19,0.00000E+00,0.00000E+00,0.00000E+00,5.30381E-06
39,51,42,40,38,0,0.0,0.0,-2.88048E-04,7.15193E-19,0.00000E+00,0.00000E+00,0.00000E+00,5.80908E-06
40,57,47,41,39,0,0.0,0.0,-3.53000E-04,7.32487E-19,0.00000E+00,0.00000E+00,0.00000E+00,5.77884E-06
41,56,46,4,40,0,0.0,0.0,-4.19221E-04,7.63818E-19,0.00000E+00,0.00000E+00,0.00000E+00,7.19252E-06
42,39,43,47,44,0,0.0,0.0,-2.88752E-04,5.11548E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.72085E-06
43,42,10,49,45,0,0.0,0.0,-2.90747E-04,1.04406E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.02208E-06
44,38,45,42,34,0,0.0,0.0,-2.27055E-04,4.67470E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.40919E-06
45,44,11,43,33,0,0.0,0.0,-2.29242E-04,9.61176E-05,0.00000E+00,0.00000E+00,0.00000E+00,5.56950E-06
46,41,48,5,47,0,0.0,0.0,-4.22789E-04,5.96150E-05,0.00000E+00,0.00000E+00,0.00000E+00,6.18003E-06
47,40,49,46,42,0,0.0,0.0,-3.53613E-04,5.48983E-05,0.00000E+00,0.00000E+00,0.00000E+00,6.28482E-06
48,46,8,6,49,0,0.0,0.0,-4.21498E-04,1.14383E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.92082E-06
