Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,-1.82892E-05,-6.60252E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.26349E-07
2,1,3,-1,54,0,0.0,0.0,-1.83087E-05,-4.36174E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.25290E-07
3,2,4,-1,56,0,0.0,0.0,-1.85025E-05,-2.26147E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.14316E-07
4,3,5,-1,41,0,-0.16903259456644903,0.0,-1.93160E-05,3.20886E-20,0.00000E+00,0.00000E+00,0.00000E+00,3.19582E-07
5,4,6,-1,46,0,0.0,0.0,-1.85025E-05,2.26147E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.14316E-07
6,5,7,-1,48,0,0.0,0.0,-1.83087E-05,4.36174E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.25290E-07
7,6,-1,-1,8,0,0.0,0.0,-1.82892E-05,6.60252E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.26349E-07
8,48,-1,7,9,0,0.0,0.0,-1.59790E-05,6.58619E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.30822E-07
9,49,-1,8,10,0,0.0,0.0,-1.35634E-05,6.47455E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.32416E-07
10,43,-1,9,11,0,0.0,0.0,-1.11393E-05,6.18679E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.30585E-07
11,45,-1,10,12,0,0.0,0.0,-8.83157E-06,5.72150E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.14686E-07
12,33,-1,11,13,0,0.0,0.0,-6.71358E-06,5.11753E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.93648E-07
13,69,-1,12,14,0,0.0,0.0,-4.82233E-06,4.37983E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.68880E-07
14,67,-1,13,15,0,0.0,0.0,-3.19708E-06,3.51160E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.41594E-07
15,63,-1,14,16,0,0.0,0.0,-1.88004E-06,2.51716E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.04379E-07
16,65,-1,15,17,0,0.0,0.0,-8.80077E-07,1.39656E-06,0.00000E+00,0.00000E+00,0.00000E+00,9.48122E-08
17,18,-1,16,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
18,19,17,65,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
19,20,18,64,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
20,21,19,58,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
21,22,20,73,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
22,23,21,72,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
23,-1,22,24,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
24,-1,72,25,23,0,0.0,0.0,-8.80077E-07,-1.39656E-06,0.00000E+00,0.00000E+00,0.00000E+00,9.48122E-08
25,-1,70,26,24,0,0.0,0.0,-1.88004E-06,-2.51716E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.04379E-07
26,-1,75,27,25,0,0.0,0.0,-3.19708E-06,-3.51160E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.41594E-07
27,-1,74,28,26,0,0.0,0.0,-4.82233E-06,-4.37983E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.68880E-07
28,-1,37,29,27,0,0.0,0.0,-6.71358E-06,-5.11753E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.93648E-07
29,-1,52,30,28,0,0.0,0.0,-8.83157E-06,-5.72150E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.14686E-07
30,-1,50,31,29,0,0.0,0.0,-1.11393E-05,-6.18679E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.30585E-07
31,-1,55,32,30,0,0.0,0.0,-1.35634E-05,-6.47455E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.32416E-07
32,-1,54,1,31,0,0.0,0.0,-1.59790E-05,-6.58619E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.30822E-07
33,34,12,45,69,0,0.0,0.0,-6.54604E-06,3.24465E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.91486E-07
34,35,33,44,68,0,0.0,0.0,-6.44433E-06,1.57047E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.84571E-07
35,36,34,38,61,0,0.0,0.0,-6.41115E-06,2.18589E-20,0.00000E+00,0.00000E+00,0.00000E+00,1.82382E-07
36,37,35,53,76,0,0.0,0.0,-6.44433E-06,-1.57047E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.84571E-07
37,28,36,52,74,0,0.0,0.0,-6.54604E-06,-3.24465E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.91486E-07
38,53,44,39,35,0,0.0,0.0,-8.58304E-06,2.46358E-20,0.00000E+00,0.00000E+00,0.00000E+00,2.01220E-07
39,51,42,40,38,0,0.0,0.0,-1.09282E-05,2.72724E-20,0.00000E+00,0.00000E+00,0.00000E+00,2.20389E-07
40,57,47,41,39,0,0.0,0.0,-1.33923E-05,2.77896E-20,0.00000E+00,0.00000E+00,0.00000E+00,2.19242E-07
41,56,46,4,40,0,0.0,0.0,-1.59047E-05,2.89783E-20,0.00000E+00,0.00000E+00,0.00000E+00,2.72875E-07
42,39,43,47,44,0,0.0,0.0,-1.09549E-05,1.94075E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.17042E-07
43,42,10,49,45,0,0.0,0.0,-1.10306E-05,3.96104E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.28470E-07
44,38,45,42,34,0,0.0,0.0,-8.61419E-06,1.77352E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.05218E-07
45,44,11,43,33,0,0.0,0.0,-8.69714E-06,3.64658E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.11300E-07
46,41,48,5,47,0,0.0,0.0,-1.60401E-05,2.26171E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.34463E-07
47,40,49,46,42,0,0.0,0.0,-1.34156E-05,2.08277E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.38438E-07
48,46,8,6,49,0,0.0,0.0,-1.59911E-05,4.33955E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.24628E-07
49,47,9,48,43,0,0.0,0.0,-1.35027E-05,4.20901E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.35508E-07
50,30,51,55,52,0,0.0,0.0,-1.10306E-05,-3.96104E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.28470E-07
51,50,39,57,53,0,0.0,0.0,-1.09549E-05,-1.94075E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.17042E-07
52,29,53,50,37,0,0.0,0.0,-8.69714E-06,-3.64658E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.11300E-07
53,52,38,51,36,0,0.0,0.0,-8.61419E-06,-1.77352E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.05218E-07
54,32,56,2,55,0,0.0,0.0,-1.59911E-05,-4.33955E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.24628E-07
55,31,57,54,50,0,0.0,0.0,-1.35027E-05,-4.20901E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.35508E-07
56,54,41,3,57,0,0.0,0.0,-1.60401E-05,-2.26171E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.34463E-07
57,55,40,56,51,0,0.0,0.0,-1.34156E-05,-2.08277E-06,0.00000E+00,0.00000E+00,0.00000E+00,2.38438E-07
58,73,64,59,20,0,0.0,0.0,-4.47195E-07,4.13723E-21,0.00000E+00,0.00000E+00,0.00000E+00,5.18299E-08
59,71,62,60,58,0,0.0,0.0,-1.40430E-06,8.69796E-21,0.00000E+00,0.00000E+00,0.00000E+00,9.14832E-08
60,77,66,61,59,0,0.0,0.0,-2.76808E-06,1.38071E-20,0.00000E+00,0.00000E+00,0.00000E+00,1.28422E-07
61,76,68,35,60,0,0.0,0.0,-4.45699E-06,1.79337E-20,0.00000E+00,0.00000E+00,0.00000E+00,1.58169E-07
62,59,63,66,64,0,0.0,0.0,-1.44961E-06,6.86443E-07,0.00000E+00,0.00000E+00,0.00000E+00,9.65684E-08
63,62,15,67,65,0,0.0,0.0,-1.61299E-06,1.49517E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.09535E-07
64,58,65,62,19,0,0.0,0.0,-4.70371E-07,3.37145E-07,0.00000E+00,0.00000E+00,0.00000E+00,5.23308E-08
65,64,16,63,18,0,0.0,0.0,-5.67737E-07,7.15637E-07,0.00000E+00,0.00000E+00,0.00000E+00,6.60543E-08
66,60,67,68,62,0,0.0,0.0,-2.81908E-06,1.02950E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.31585E-07
67,66,14,69,63,0,0.0,0.0,-2.96389E-06,2.16988E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.36887E-07
68,61,69,34,66,0,0.0,0.0,-4.49817E-06,1.32393E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.59914E-07
69,68,13,33,67,0,0.0,0.0,-4.61983E-06,2.75250E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.66864E-07
70,25,71,75,72,0,0.0,0.0,-1.61299E-06,-1.49517E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.09535E-07
71,70,59,77,73,0,0.0,0.0,-1.44961E-06,-6.86443E-07,0.00000E+00,0.00000E+00,0.00000E+00,9.65684E-08
72,24,73,70,22,0,0.0,0.0,-5.67737E-07,-7.15637E-07,0.00000E+00,0.00000E+00,0.00000E+00,6.60543E-08
73,72,58,71,21,0,0.0,0.0,-4.70371E-07,-3.37145E-07,0.00000E+00,0.00000E+00,0.00000E+00,5.23308E-08
74,27,76,37,75,0,0.0,0.0,-4.61983E-06,-2.75250E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.66864E-07
75,26,77,74,70,0,0.0,0.0,-2.96389E-06,-2.16988E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.36887E-07
76,74,61,36,77,0,0.0,0.0,-4.49817E-06,-1.32393E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.59914E-07
77,75,60,76,71,0,0.0,0.0,-2.81908E-06,-1.02950E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.31585E-07
