Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,-6.98408E-04,-2.52130E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.64357E-06
2,1,3,-1,54,0,0.0,0.0,-6.99153E-04,-1.66561E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.60313E-06
3,2,4,-1,56,0,0.0,0.0,-7.06552E-04,-8.63584E-05,0.00000E+00,0.00000E+00,0.00000E+00,8.18409E-06
4,3,5,-1,41,0,-6.454834575534538,0.0,-7.37617E-04,1.22536E-18,0.00000E+00,0.00000E+00,0.00000E+00,1.22038E-05
5,4,6,-1,46,0,0.0,0.0,-7.06552E-04,8.63584E-05,0.00000E+00,0.00000E+00,0.00000E+00,8.18409E-06
6,5,7,-1,48,0,0.0,0.0,-6.99153E-04,1.66561E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.60313E-06
7,6,-1,-1,8,0,0.0,0.0,-6.98408E-04,2.52130E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.64357E-06
8,48,-1,7,9,0,0.0,0.0,-6.10188E-04,2.51506E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.81437E-06
9,49,-1,8,10,0,0.0,0.0,-5.17945E-04,2.47243E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.87525E-06
10,43,-1,9,11,0,0.0,0.0,-4.25374E-04,2.36254E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.80533E-06
11,45,-1,10,12,0,0.0,0.0,-3.37250E-04,2.18487E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.19818E-06
12,33,-1,11,13,0,0.0,0.0,-2.56371E-04,1.95423E-04,0.00000E+00,0.00000E+00,0.00000E+00,7.39482E-06
13,69,-1,12,14,0,0.0,0.0,-1.84150E-04,1.67252E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.44901E-06
14,67,-1,13,15,0,0.0,0.0,-1.22087E-04,1.34097E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.40703E-06
15,63,-1,14,16,0,0.0,0.0,-7.17930E-05,9.61227E-05,0.00000E+00,0.00000E+00,0.00000E+00,3.98592E-06
16,65,-1,15,17,0,0.0,0.0,-3.36074E-05,5.33304E-05,0.00000E+00,0.00000E+00,0.00000E+00,3.62058E-06
17,18,-1,16,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
18,19,17,65,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
19,20,18,64,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
20,21,19,58,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
21,22,20,73,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
22,23,21,72,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
23,-1,22,24,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
24,-1,72,25,23,0,0.0,0.0,-3.36074E-05,-5.33304E-05,0.00000E+00,0.00000E+00,0.00000E+00,3.62058E-06
25,-1,70,26,24,0,0.0,0.0,-7.17930E-05,-9.61227E-05,0.00000E+00,0.00000E+00,0.00000E+00,3.98592E-06
26,-1,75,27,25,0,0.0,0.0,-1.22087E-04,-1.34097E-04,0.00000E+00,0.00000E+00,0.00000E+00,5.40703E-06
27,-1,74,28,26,0,0.0,0.0,-1.84150E-04,-1.67252E-04,0.00000E+00,0.00000E+00,0.00000E+00,6.44901E-06
28,-1,37,29,27,0,0.0,0.0,-2.56371E-04,-1.95423E-04,0.00000E+00,0.00000E+00,0.00000E+00,7.39482E-06
29,-1,52,30,28,0,0.0,0.0,-3.37250E-04,-2.18487E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.19818E-06
30,-1,50,31,29,0,0.0,0.0,-4.25374E-04,-2.36254E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.80533E-06
31,-1,55,32,30,0,0.0,0.0,-5.17945E-04,-2.47243E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.87525E-06
32,-1,54,1,31,0,0.0,0.0,-6.10188E-04,-2.51506E-04,0.00000E+00,0.00000E+00,0.00000E+00,8.81437E-06
33,34,12,45,69,0,0.0,0.0,-2.49973E-04,1.23903E-04,0.00000E+00,0.00000E+00,0.00000E+00,7.31225E-06
34,35,33,44,68,0,0.0,0.0,-2.46089E-04,5.99715E-05,0.00000E+00,0.00000E+00,0.00000E+00,7.04821E-06
35,36,34,38,61,0,0.0,0.0,-2.44822E-04,8.49398E-19,0.00000E+00,0.00000E+00,0.00000E+00,6.96462E-06
36,37,35,53,76,0,0.0,0.0,-2.46089E-04,-5.99715E-05,0.00000E+00,0.00000E+00,0.00000E+00,7.04821E-06
37,28,36,52,74,0,0.0,0.0,-2.49973E-04,-1.23903E-04,0.00000E+00,0.00000E+00,0.00000E+00,7.31225E-06
38,53,44,39,35,0,0.0,0.0,-3.27760E-04,9.40080E-19,0.00000E+00,0.00000E+00,0.00000E+00,7.68395E-06
39,51,42,40,38,0,0.0,0.0,-4.17314E-04,1.03673E-18,0.00000E+00,0.00000E+00,0.00000E+00,8.41598E-06
40,57,47,41,39,0,0.0,0.0,-5.11412E-04,1.06120E-18,0.00000E+00,0.00000E+00,0.00000E+00,8.37216E-06
