Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,3.90282E-05,1.40894E-05,0.00000E+00,0.00000E+00,0.00000E+00,-4.83017E-07
2,1,3,-1,54,0,0.0,0.0,3.90698E-05,9.30773E-06,0.00000E+00,0.00000E+00,0.00000E+00,-4.80757E-07
3,2,4,-1,56,0,0.0,0.0,3.94833E-05,4.82585E-06,0.00000E+00,0.00000E+00,0.00000E+00,-4.57340E-07
4,3,5,-1,41,0,0.3607069276899839,0.0,4.12193E-05,-6.84754E-20,0.00000E+00,0.00000E+00,0.00000E+00,-6.81971E-07
5,4,6,-1,46,0,0.0,0.0,3.94833E-05,-4.82585E-06,0.00000E+00,0.00000E+00,0.00000E+00,-4.57340E-07
6,5,7,-1,48,0,0.0,0.0,3.90698E-05,-9.30773E-06,0.00000E+00,0.00000E+00,0.00000E+00,-4.80757E-07
7,6,-1,-1,8,0,0.0,0.0,3.90282E-05,-1.40894E-05,0.00000E+00,0.00000E+00,0.00000E+00,-4.83017E-07
8,48,-1,7,9,0,0.0,0.0,3.40983E-05,-1.40546E-05,0.00000E+00,0.00000E+00,0.00000E+00,-4.92562E-07
9,49,-1,8,10,0,0.0,0.0,2.89436E-05,-1.38164E-05,0.00000E+00,0.00000E+00,0.00000E+00,-4.95964E-07
10,43,-1,9,11,0,0.0,0.0,2.37706E-05,-1.32023E-05,0.00000E+00,0.00000E+00,0.00000E+00,-4.92057E-07
11,45,-1,10,12,0,0.0,0.0,1.88461E-05,-1.22094E-05,0.00000E+00,0.00000E+00,0.00000E+00,-4.58128E-07
12,33,-1,11,13,0,0.0,0.0,1.43264E-05,-1.09205E-05,0.00000E+00,0.00000E+00,0.00000E+00,-4.13235E-07
13,69,-1,12,14,0,0.0,0.0,1.02906E-05,-9.34633E-06,0.00000E+00,0.00000E+00,0.00000E+00,-3.60381E-07
14,67,-1,13,15,0,0.0,0.0,6.82240E-06,-7.49358E-06,0.00000E+00,0.00000E+00,0.00000E+00,-3.02154E-07
15,63,-1,14,16,0,0.0,0.0,4.01191E-06,-5.37150E-06,0.00000E+00,0.00000E+00,0.00000E+00,-2.22740E-07
16,65,-1,15,17,0,0.0,0.0,1.87804E-06,-2.98019E-06,0.00000E+00,0.00000E+00,0.00000E+00,-2.02324E-07
17,18,-1,16,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
18,19,17,65,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
19,20,18,64,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
20,21,19,58,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
21,22,20,73,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
22,23,21,72,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
