Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,-9.50398E-06,-3.43100E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.17622E-07
2,1,3,-1,54,0,0.0,0.0,-9.51413E-06,-2.26658E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.17072E-07
3,2,4,-1,56,0,0.0,0.0,-9.61482E-06,-1.17517E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.11370E-07
4,3,5,-1,41,0,-0.08783788431143869,0.0,-1.00376E-05,1.66749E-20,0.00000E+00,0.00000E+00,0.00000E+00,1.66071E-07
5,4,6,-1,46,0,0.0,0.0,-9.61482E-06,1.17517E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.11370E-07
6,5,7,-1,48,0,0.0,0.0,-9.51413E-06,2.26658E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.17072E-07
7,6,-1,-1,8,0,0.0,0.0,-9.50398E-06,3.43100E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.17622E-07
8,48,-1,7,9,0,0.0,0.0,-8.30349E-06,3.42252E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.19947E-07
9,49,-1,8,10,0,0.0,0.0,-7.04824E-06,3.36450E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.20775E-07
10,43,-1,9,11,0,0.0,0.0,-5.78853E-06,3.21497E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.19824E-07
11,45,-1,10,12,0,0.0,0.0,-4.58933E-06,2.97318E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.11562E-07
12,33,-1,11,13,0,0.0,0.0,-3.48872E-06,2.65933E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.00629E-07
13,69,-1,12,14,0,0.0,0.0,-2.50593E-06,2.27598E-06,0.00000E+00,0.00000E+00,0.00000E+00,8.77586E-08
14,67,-1,13,15,0,0.0,0.0,-1.66136E-06,1.82481E-06,0.00000E+00,0.00000E+00,0.00000E+00,7.35792E-08
15,63,-1,14,16,0,0.0,0.0,-9.76964E-07,1.30804E-06,0.00000E+00,0.00000E+00,0.00000E+00,5.42408E-08
16,65,-1,15,17,0,0.0,0.0,-4.57332E-07,7.25724E-07,0.00000E+00,0.00000E+00,0.00000E+00,4.92692E-08
17,18,-1,16,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
18,19,17,65,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
19,20,18,64,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
20,21,19,58,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
21,22,20,73,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
22,23,21,72,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
23,-1,22,24,-1,1,0.0,0.0,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
24,-1,72,25,23,0,0.0,0.0,-4.57332E-07,-7.25724E-07,0.00000E+00,0.00000E+00,0.00000E+00,4.92692E-08
25,-1,70,26,24,0,0.0,0.0,-9.76964E-07,-1.30804E-06,0.00000E+00,0.00000E+00,0.00000E+00,5.42408E-08
26,-1,75,27,25,0,0.0,0.0,-1.66136E-06,-1.82481E-06,0.00000E+00,0.00000E+00,0.00000E+00,7.35792E-08
27,-1,74,28,26,0,0.0,0.0,-2.50593E-06,-2.27598E-06,0.00000E+00,0.00000E+00,0.00000E+00,8.77586E-08
28,-1,37,29,27,0,0.0,0.0,-3.48872E-06,-2.65933E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.00629E-07
29,-1,52,30,28,0,0.0,0.0,-4.58933E-06,-2.97318E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.11562E-07
30,-1,50,31,29,0,0.0,0.0,-5.78853E-06,-3.21497E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.19824E-07
31,-1,55,32,30,0,0.0,0.0,-7.04824E-06,-3.36450E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.20775E-07
32,-1,54,1,31,0,0.0,0.0,-8.30349E-06,-3.42252E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.19947E-07
33,34,12,45,69,0,0.0,0.0,-3.40165E-06,1.68608E-06,0.00000E+00,0.00000E+00,0.00000E+00,9.95057E-08
34,35,33,44,68,0,0.0,0.0,-3.34880E-06,8.16096E-07,0.00000E+00,0.00000E+00,0.00000E+00,9.59126E-08
35,36,34,38,61,0,0.0,0.0,-3.33156E-06,1.10108E-20,0.00000E+00,0.00000E+00,0.00000E+00,9.47751E-08
36,37,35,53,76,0,0.0,0.0,-3.34880E-06,-8.16096E-07,0.00000E+00,0.00000E+00,0.00000E+00,9.59126E-08
37,28,36,52,74,0,0.0,0.0,-3.40165E-06,-1.68608E-06,0.00000E+00,0.00000E+00,0.00000E+00,9.95057E-08
38,53,44,39,35,0,0.0,0.0,-4.46018E-06,1.24387E-20,0.00000E+00,0.00000E+00,0.00000E+00,1.04564E-07
39,51,42,40,38,0,0.0,0.0,-5.67884E-06,1.37378E-20,0.00000E+00,0.00000E+00,0.00000E+00,1.14525E-07
40,57,47,41,39,0,0.0,0.0,-6.95934E-06,1.44409E-20,0.00000E+00,0.00000E+00,0.00000E+00,1.13929E-07
41,56,46,4,40,0,0.0,0.0,-8.26489E-06,1.50586E-20,0.00000E+00,0.00000E+00,0.00000E+00,1.41800E-07
42,39,43,47,44,0,0.0,0.0,-5.69271E-06,1.00851E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.12786E-07
43,42,10,49,45,0,0.0,0.0,-5.73204E-06,2.05835E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.18725E-07
44,38,45,42,34,0,0.0,0.0,-4.47637E-06,9.21611E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.06641E-07
45,44,11,43,33,0,0.0,0.0,-4.51948E-06,1.89495E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.09802E-07
46,41,48,5,47,0,0.0,0.0,-8.33524E-06,1.17530E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.21839E-07
47,40,49,46,42,0,0.0,0.0,-6.97143E-06,1.08231E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.23904E-07
48,46,8,6,49,0,0.0,0.0,-8.30977E-06,2.25505E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.16728E-07
49,47,9,48,43,0,0.0,0.0,-7.01671E-06,2.18721E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.22382E-07
50,30,51,55,52,0,0.0,0.0,-5.73204E-06,-2.05835E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.18725E-07
51,50,39,57,53,0,0.0,0.0,-5.69271E-06,-1.00851E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.12786E-07
52,29,53,50,37,0,0.0,0.0,-4.51948E-06,-1.89495E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.09802E-07
53,52,38,51,36,0,0.0,0.0,-4.47637E-06,-9.21611E-07,0.00000E+00,0.00000E+00,0.00000E+00,1.06641E-07
54,32,56,2,55,0,0.0,0.0,-8.30977E-06,-2.25505E-06,0.00000E+00,0.00000E+00,0.00000E+00,1.16728E-07
