Nodos,Vecino(Abajo),Vecino(Arriba),Vecino(Derecha),Vecino(Izquierda),CC,Fuerzas(x),Fuerzas(y),Desplazamientos(x),Desplazamientos(y),Desplazamientos(z),Desplazamientos(rx),Desplazamientos(ry),Desplazamientos(rz)
1,-1,2,-1,32,0,0.0,0.0,7.06529E-04,2.55062E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.74408E-06
2,1,3,-1,54,0,0.0,0.0,7.07283E-04,1.68498E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.70317E-06
3,2,4,-1,56,0,0.0,0.0,7.14769E-04,8.73626E-05,0.00000E+00,0.00000E+00,0.00000E+00,-8.27925E-06
4,3,5,-1,41,0,6.529895040187025,0.0,7.46195E-04,-1.23961E-18,0.00000E+00,0.00000E+00,0.00000E+00,-1.23458E-05
5,4,6,-1,46,0,0.0,0.0,7.14769E-04,-8.73626E-05,0.00000E+00,0.00000E+00,0.00000E+00,-8.27925E-06
6,5,7,-1,48,0,0.0,0.0,7.07283E-04,-1.68498E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.70317E-06
7,6,-1,-1,8,0,0.0,0.0,7.06529E-04,-2.55062E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.74408E-06
8,48,-1,7,9,0,0.0,0.0,6.17284E-04,-2.54431E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.91687E-06
9,49,-1,8,10,0,0.0,0.0,5.23968E-04,-2.50118E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.97846E-06
10,43,-1,9,11,0,0.0,0.0,4.30321E-04,-2.39002E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.90773E-06
11,45,-1,10,12,0,0.0,0.0,3.41172E-04,-2.21027E-04,0.00000E+00,0.00000E+00,0.00000E+00,-8.29352E-06
12,33,-1,11,13,0,0.0,0.0,2.59352E-04,-1.97695E-04,0.00000E+00,0.00000E+00,0.00000E+00,-7.48081E-06
13,69,-1,12,14,0,0.0,0.0,1.86291E-04,-1.69197E-04,0.00000E+00,0.00000E+00,0.00000E+00,-6.52400E-06
14,67,-1,13,15,0,0.0,0.0,1.23506E-04,-1.35657E-04,0.00000E+00,0.00000E+00,0.00000E+00,-5.46990E-06
